Economy,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),Electricity production from coal sources (% of total),"Energy imports, net (% of energy use)",Energy intensity level of primary energy (MJ/$2021 PPP GDP),Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Coastal protection,Cooling Degree Days,Heat Index 35,Heating Degree Days,Land Surface Temperature,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Population density (people per sq. km of land area),Proportion of bodies of water with good ambient water quality,Standardised Precipitation-Evapotranspiration Index,Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)",Food production index (2014-2016 = 100),"Adjusted savings, natural resources depletion (% of GNI)","Adjusted savings, net forest depletion (% of GNI)","Annual freshwater withdrawals, total (% of internal resources)",Forest area (% of land area),"Mammal species, threatened",Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss
Hungary,2012,18.932,47.6527,4.8035,-4.8308,11.2905,4.9186,65.548,6.6074,18.744,50.1849,4.15,2490.1858,68.1936,7.6392,16.5,,955.37,0.0,5189.72,19.406,8.7237,109.5809,,-1.7249,58.9639,3.8885,79.07,0.4394,0.0,84.1833,22.6683,,,11919.6393
Hungary,2013,17.853,44.7966,4.5374,-4.0962,11.2711,5.1055,62.9559,6.3767,21.0735,50.0908,3.94,2420.1695,65.4247,9.2007,17.2,,708.5,0.0,5119.29,18.6562,9.0674,109.0548,,-0.4014,58.0691,3.9225,88.31,0.3519,0.0,87.5,22.7002,,23.2,8947.1385
Hungary,2014,17.9398,44.8322,4.5593,-5.1319,11.0566,5.2755,63.1669,6.4239,20.7938,59.7317,3.77,2423.515,65.3463,10.7167,15.7,,533.33,0.0,4379.24,19.0926,6.7755,107.7475,,0.7024,57.6813,3.9453,100.22,0.271,0.0,65.3833,22.5502,,22.6,15135.4187
Hungary,2015,17.9803,47.541,4.8522,-5.7259,11.1616,5.2292,66.1078,6.7472,19.4598,53.8369,3.85,2571.1509,66.1102,10.6358,15.6,,893.34,0.0,4918.5,19.7815,6.9603,107.3609,,-1.258,57.6813,3.7614,95.39,0.1682,0.0,67.1667,22.5819,,22.6,10717.8161
Hungary,2016,16.2389,48.2651,4.9453,-4.5734,11.1522,5.3986,66.905,6.8552,18.049,55.8033,3.81,2613.0935,0.0,10.2126,15.3,,657.3,0.0,5124.02,18.4064,6.8377,106.9445,,0.4287,57.8786,3.8677,104.39,0.1185,0.0,65.9833,22.559,,22.6,14018.7685
Hungary,2017,17.0237,51.1346,5.2571,-5.3946,11.187,5.4962,69.8689,7.1832,15.4884,62.7321,3.81,2737.4533,0.0,10.5727,14.6,,774.66,0.0,5195.74,18.3432,8.1805,106.5829,57.66,-1.1074,58.1087,3.7489,98.88,0.1546,0.0,78.942,22.543,,22.6,14115.9745
Hungary,2018,17.5019,51.2595,5.2807,-4.8251,11.1491,5.6293,70.1115,7.2228,15.0747,58.3634,3.61,2738.8273,0.0,11.7442,13.6,,899.18,0.0,4702.17,19.2186,8.4948,106.366,,-1.3093,58.032,3.4716,98.34,0.2284,0.0,81.9744,22.5282,3.0,22.6,13808.8318
Hungary,2019,14.6412,51.5028,5.3124,-5.4148,11.0864,5.6115,70.3185,7.2532,12.2015,69.8127,3.46,2749.2413,0.0,13.6771,13.6,,805.37,0.0,4537.77,19.0925,7.7082,106.233,,-1.0844,57.8348,3.3251,97.08,0.2013,0.0,74.3846,22.5123,,22.6,14401.0124
Hungary,2020,14.1365,49.6521,5.1344,-7.1294,11.1283,5.7406,68.681,7.1022,10.9533,56.4069,3.56,2713.1792,0.0,15.8288,14.8,,642.82,0.0,4826.42,18.8437,7.7399,105.9656,59.33,-0.6095,53.8754,3.3625,93.68,0.113,0.0,74.69,22.4963,,22.6,12016.304
Iceland,2012,6.1102,3.6451,11.3655,6.3956,0.5779,0.3269,4.8583,15.1483,0.0,,15.11,17633.6483,10.3286,99.9862,77.7,62.25,0.08,0.0,10621.45,2.5606,0.3995,3.1992,,0.3651,18.6753,6.4895,93.72,0.0004,0.0004,0.1729,0.4595,,,
Iceland,2013,5.9646,3.7106,11.4608,6.3961,0.5679,0.2988,4.8977,15.1274,0.0,,15.07,18212.7336,10.3844,99.9742,76.8,62.25,0.0,0.0,10847.04,0.8115,0.3956,3.2296,,0.9224,18.6753,5.7944,92.91,0.0004,0.0004,0.1712,0.4665,,2.7,
Iceland,2014,5.7871,3.4639,10.5805,6.3896,0.5854,0.3089,4.6428,14.1814,0.0,,14.77,17947.0382,10.9097,99.9873,77.6,62.25,0.0,0.0,10053.47,1.3124,0.3742,3.2657,,1.4038,18.6753,5.2244,95.52,0.0004,0.0004,0.162,0.4734,,2.3,
Iceland,2015,5.7333,3.6292,10.9705,6.3804,0.5919,0.3092,4.8384,14.6257,0.0,,13.47,16910.7212,11.6682,99.9874,78.0,62.25,0.0,0.0,11046.65,0.3121,0.3798,3.2999,,1.4606,18.6733,5.2502,100.06,0.0003,0.0003,0.1644,0.4804,,2.3,
Iceland,2016,5.2772,3.1789,9.4768,6.3631,0.586,0.2984,4.3577,12.991,0.0,,11.93,15701.473,0.0,99.9936,80.9,62.25,0.0,0.0,10152.03,2.6869,0.3533,3.346,,1.3284,18.6733,4.5396,104.42,0.0003,0.0003,0.1529,0.4854,,2.4,
Iceland,2017,5.84,3.3299,9.6969,6.3353,0.5769,0.3041,4.5079,13.1273,0.0,,12.12,16234.983,0.0,,80.8,62.25,0.0,0.0,10243.6,2.4375,0.3941,3.4254,100.0,1.1004,18.6733,3.748,107.98,0.0002,0.0002,0.1706,0.4926,,2.5,
Iceland,2018,5.5592,3.2946,9.3405,6.3235,0.5684,0.3013,4.4755,12.6885,0.0,,12.68,17346.7503,0.0,,81.4,62.25,0.0,0.0,10579.78,1.4371,0.3941,3.4982,,2.1277,18.5659,4.2466,108.05,0.0002,0.0002,0.1706,0.4963,6.0,2.5,
Iceland,2019,5.4816,3.1768,8.8107,6.3369,0.5422,0.2966,4.3365,12.027,0.0,,12.25,16700.592,0.0,,81.7,62.25,0.0,0.0,10629.63,2.6876,0.3941,3.5759,,0.2522,18.5659,4.3181,107.08,0.0001,0.0001,0.1706,0.5027,,2.7,
Iceland,2020,5.1055,3.0717,8.382,6.3569,0.5472,0.2915,4.2278,11.5368,0.0,,12.92,16083.61,0.0,,82.9,62.25,0.0,0.0,10985.05,1.0618,0.3941,3.6345,75.0,0.9651,18.5659,4.6007,103.55,0.0001,0.0001,0.1706,0.5093,,2.8,
Ireland,2012,9.5889,37.6022,8.1752,-0.6075,19.5117,8.9868,67.2415,14.6192,27.2127,89.7223,2.22,2858.9174,86.6778,19.9411,6.9,63.11,1.93,0.0,5702.51,10.844,4.7177,66.7663,,0.8308,65.8006,0.9863,85.76,0.04,0.0,2.0007,10.6561,,,5829.0577
Ireland,2013,9.1941,36.3338,7.858,0.006,19.78,9.0573,66.3444,14.3484,25.251,94.5991,2.19,2802.6096,86.6588,22.9749,7.7,63.11,33.17,0.0,5692.82,12.0312,5.0759,67.1188,,-0.2911,64.9877,1.07,89.99,0.0142,0.0,2.1526,10.7556,,3.3,4778.0833
Ireland,2014,8.8447,36.1391,7.7589,0.2305,19.7381,9.0813,66.1969,14.2122,24.6542,91.2792,1.97,2726.6053,84.9012,25.4904,8.8,63.11,8.21,0.0,5343.97,11.9062,5.4342,67.6113,,1.2759,64.828,1.2173,96.22,0.0153,0.0,2.3045,10.8552,,3.4,5719.0629
Ireland,2015,8.8116,37.648,8.0069,0.1239,19.7329,9.1701,67.7868,14.4167,25.9396,95.2316,1.65,2825.9812,85.1584,28.599,9.5,63.11,0.98,0.0,5748.47,11.4685,5.7924,68.2531,,1.5562,64.3054,0.8687,100.61,0.0033,0.0,2.4565,10.9547,,4.0,4484.2146
Ireland,2016,8.1102,39.5133,8.2964,-0.742,20.5554,9.4226,70.804,14.8663,22.9086,74.2255,1.7,2932.3042,0.0,25.4968,8.6,63.11,5.9,0.0,5571.78,11.8441,6.1507,69.1352,,-0.3463,64.7554,0.9259,103.17,0.059,0.0,2.6084,11.0662,,4.0,9390.4179
Ireland,2017,8.3843,38.2632,7.9262,0.9645,20.7981,9.6038,69.9073,14.4812,18.7373,71.4047,1.51,2854.8582,0.0,29.3129,10.1,63.11,3.08,0.0,5343.74,11.7188,6.5089,70.0747,61.69,0.2052,65.1619,1.1198,110.85,0.1172,0.0,2.7603,11.1775,,4.0,6125.4823
Ireland,2018,8.2986,38.0252,7.7634,0.1257,19.0219,9.2317,67.2065,13.7212,13.5622,73.3282,1.41,2820.4414,0.0,33.3837,10.8,63.11,26.73,0.0,5479.64,12.4677,6.8672,71.0992,,0.1656,65.5538,0.9282,110.61,0.1322,0.0,2.9122,11.2356,5.0,4.0,8381.4871
Ireland,2019,7.8924,36.369,7.3082,0.289,18.9552,9.0414,65.2785,13.1175,7.8147,75.4138,1.33,2747.9016,0.0,38.706,12.3,63.11,5.36,0.0,5426.68,11.656,7.4013,72.2377,,0.8769,65.6699,0.9539,114.89,0.064,0.0,3.1388,11.2937,,4.0,10354.2201
Ireland,2020,8.1706,34.2933,6.8046,0.9005,18.9124,8.937,62.9056,12.4819,4.9016,74.191,1.21,2633.9769,0.0,42.3895,13.7,63.11,1.74,0.0,5478.76,11.4051,7.4302,73.1564,59.44,1.4113,65.4957,1.009,116.55,0.0308,0.0,3.151,11.3517,,4.0,6212.8905
Italy,2012,18.7657,394.4537,6.5533,-24.9175,50.1825,15.0774,476.6948,7.9197,18.0802,81.839,2.72,2680.4621,82.1863,31.4795,14.4,72.54,1041.15,0.0,4276.49,20.6264,29.8846,203.5427,,-1.4194,46.426,1.9089,103.35,0.1283,0.0,18.5841,30.8931,,,21486.6303
Italy,2013,18.0541,361.7143,5.9974,-40.0641,48.3868,14.9347,442.7417,7.3409,16.7329,79.2945,2.67,2576.4562,79.9549,39.3087,16.3,72.54,787.53,0.0,4222.61,19.8773,29.9441,203.9498,,-0.0853,46.0912,2.0578,101.77,0.1161,0.0,18.6211,31.0751,,11.2,15522.5461
Italy,2014,16.8937,342.9756,5.6859,-40.7342,47.5403,14.8563,423.617,7.0227,16.626,78.3882,2.52,2433.1626,78.5887,43.7427,17.1,72.54,694.73,0.0,3718.96,20.1264,29.9338,203.9805,,0.5627,44.5086,1.9085,95.58,0.0999,0.0,18.6147,31.257,,11.3,19831.9102
Italy,2015,17.76,353.7401,5.8732,-42.3109,48.1119,14.9396,433.5335,7.198,16.0386,79.588,2.6,2533.0235,78.9818,38.994,16.6,72.54,997.46,0.09,3994.31,20.6256,29.9234,203.6724,,-1.8669,43.7748,1.9915,102.55,0.0567,0.0,18.6083,31.439,,11.3,14124.3052
Italy,2016,15.7011,349.1697,5.8083,-44.5666,47.8878,14.9391,429.2273,7.1401,13.2531,80.4851,2.54,2511.4635,0.0,37.9133,16.1,72.54,800.63,0.0,3958.85,20.1276,29.8426,203.2856,,-1.2237,43.3251,1.8492,101.88,0.0271,0.0,18.558,31.621,,13.3,24717.6486
Italy,2017,15.966,345.6817,5.7611,-28.0306,48.129,14.7699,426.1244,7.1018,11.8636,81.178,2.54,2557.3254,0.0,35.7423,16.4,72.54,999.96,0.01,4161.73,21.1259,29.7618,202.9036,,-2.2057,43.3743,1.8934,97.96,0.0405,0.0,18.5078,31.8029,,13.3,34091.5157
Italy,2018,16.3354,340.3734,5.6589,-50.0841,48.6083,14.8964,421.8733,7.0138,10.6849,80.9707,2.47,2503.3499,0.0,40.0899,17.1,72.54,917.48,0.0,3857.79,20.1259,29.681,203.3987,,-1.3137,41.9487,1.8576,99.17,0.0688,0.0,18.4575,31.9849,8.0,13.4,38839.6198
Italy,2019,14.8937,332.562,5.5678,-48.1942,48.3559,14.5446,413.4916,6.9228,7.2322,82.228,2.43,2494.0266,0.0,40.0522,17.3,72.54,1003.52,0.04,4016.81,20.6274,29.822,201.9805,,-0.2091,44.37,1.8187,98.46,0.0581,0.0051,18.5452,32.167,,13.3,59702.1465
Italy,2020,14.6586,295.2134,4.9667,-40.4766,49.0779,14.3642,375.4962,6.3174,5.362,76.8695,2.47,2313.1001,0.0,42.3735,18.7,72.54,879.67,0.0,3928.52,20.8754,29.7982,200.9991,,-1.3144,42.3323,1.928,99.92,0.0452,0.0098,18.5304,32.3489,,14.0,28245.3568
Latvia,2012,14.9825,8.0274,3.946,-4.8945,2.2319,1.9419,12.5754,6.1816,0.0324,60.9111,3.79,2171.0787,58.0287,66.6327,40.4,62.29,90.48,0.0,8177.31,7.9684,1.4626,32.6919,,1.5391,29.5852,3.5329,87.12,0.1081,0.0,1.4652,54.3148,,,34285.4159
Latvia,2013,15.4094,7.7794,3.8653,-3.6158,2.2281,1.9338,12.3292,6.1259,0.0483,60.4801,3.65,2156.5883,58.9126,56.9196,39.6,62.29,139.71,0.0,7638.6,9.0461,1.3907,32.3436,,-0.5302,30.1638,3.2121,84.64,0.0706,0.0,1.3932,54.3769,,17.8,27766.439
Latvia,2014,16.0993,7.5739,3.7988,0.3455,2.2861,1.9489,12.2099,6.124,0.0,43.7074,3.58,2177.0297,56.7126,54.533,40.2,62.29,222.33,0.0,7473.07,10.3591,0.9929,32.0405,,-0.4437,30.0834,3.6164,88.76,0.0702,0.0,0.9947,54.439,,17.8,32203.1645
Latvia,2015,13.6554,7.648,3.8675,-0.9422,2.2854,2.1334,12.4808,6.3113,0.0,55.533,3.39,2155.8522,58.9693,50.1851,38.1,62.29,80.25,0.0,7026.59,10.5933,1.0412,31.7792,,-1.3928,30.2843,3.5545,107.21,0.0274,0.0,1.0431,54.5011,,17.8,30829.6865
Latvia,2016,12.6031,7.4806,3.8175,-2.8055,2.2641,2.2863,12.4655,6.3615,0.0,52.0818,3.3,2172.4388,0.0,54.1842,38.5,62.29,122.33,0.0,7577.52,9.9053,1.0952,31.4901,,0.6077,31.0315,3.3253,104.03,0.0149,0.0,1.0972,54.5633,,17.5,44945.4171
Latvia,2017,11.668,7.4321,3.8265,-4.2994,2.2557,2.2161,12.3325,6.3496,0.0,48.1887,3.31,2265.2169,0.0,72.5229,42.6,62.29,33.61,0.0,7600.81,9.2809,1.0673,31.2123,74.97,1.7845,31.0637,3.6248,106.11,0.0285,0.0,1.0692,54.6255,,17.5,47085.3062
Latvia,2018,14.2076,8.1079,4.2071,-1.891,2.2033,2.176,12.9111,6.6995,0.1041,46.2654,3.35,2403.4998,0.0,52.0315,41.0,62.29,247.49,0.0,7303.24,11.9063,1.0804,30.9701,,-1.8415,31.144,3.661,83.61,0.0635,0.0,1.0823,54.6877,1.0,17.5,46923.5214
Latvia,2019,12.4866,7.9078,4.1319,-3.6043,2.1884,2.2658,12.7841,6.6799,0.0,48.4186,3.16,2343.5158,0.0,49.5823,41.5,62.29,146.48,0.0,6878.36,11.5942,1.0526,30.7555,,-0.6596,31.4976,3.8534,104.75,0.0469,0.0,1.0545,54.7499,,17.5,57402.9306
Latvia,2020,11.602,7.2771,3.8291,-0.8784,2.1616,2.3351,12.1885,6.4135,0.0009,48.6028,3.08,2251.3825,0.0,63.7584,43.8,62.29,123.92,0.0,6499.2,10.9695,1.0678,30.5391,77.48,-0.7413,31.6407,4.0792,110.74,0.0242,0.0,1.0697,54.8094,,17.5,50462.7838
Lithuania,2012,12.3731,14.4911,4.8479,-10.5222,4.5799,5.936,25.4341,8.5088,0.0,80.0964,3.78,2468.1646,72.8845,33.6506,23.9,62.89,141.81,0.0,7751.89,9.5308,3.8702,47.6934,,1.1057,45.3489,4.0001,91.86,0.0762,0.0,3.4722,34.7321,,,17602.9006
Lithuania,2013,12.4132,13.3644,4.5131,-9.8089,4.4434,5.6132,23.9046,8.0725,0.0,78.012,3.44,2352.9134,70.0491,43.5531,26.3,62.89,175.74,0.0,7314.92,10.0935,3.2242,47.2477,,-0.2197,46.1332,3.5344,87.76,0.0552,0.0,2.8926,34.7858,,16.4,13922.7766
Lithuania,2014,12.7577,13.2117,4.498,-8.9107,4.3418,5.8588,23.9487,8.1534,0.0455,76.5302,3.33,2376.2754,68.1949,50.0341,27.7,62.89,248.15,0.0,7092.33,11.4064,2.5782,46.8835,,-0.7296,47.1253,3.4402,95.06,0.0453,0.0,2.3131,34.854,,16.4,15972.1884
Lithuania,2015,11.3029,13.6606,4.6926,-7.8985,4.3806,6.0479,24.7285,8.4945,0.0,77.6835,3.3,2420.6056,-61.3789,47.6992,29.0,62.89,148.15,0.0,6724.32,12.2183,2.7527,46.4662,,-1.658,47.9792,3.4367,105.97,0.0204,0.0,2.4696,34.9082,,16.9,15794.3394
Lithuania,2016,10.2329,13.5202,4.6989,-6.9937,4.2758,5.8938,24.4684,8.5039,0.0,78.0349,3.29,2504.9838,0.0,62.9395,31.5,62.89,167.13,0.0,7238.94,11.344,2.2199,45.9328,,0.4289,47.1553,3.1206,98.97,0.0123,0.0,1.9916,34.9606,,17.3,25531.6871
Lithuania,2017,9.7999,13.9642,4.9124,-6.3464,4.2196,5.9483,24.9035,8.7607,0.0,75.1292,3.3,2653.3998,0.0,74.4411,33.8,62.89,61.7,0.0,7151.46,11.2183,1.8673,45.3798,29.85,1.5615,46.8591,3.5493,100.73,0.0148,0.0,1.6753,35.0569,,17.7,25803.6042
Lithuania,2018,11.0839,14.0184,4.9725,-5.269,3.9307,5.8868,24.4549,8.6744,0.0,77.7376,3.22,2711.1619,0.0,77.8468,33.7,62.89,291.49,0.0,6975.86,13.7811,1.8341,45.0136,,-1.8865,47.0541,2.8869,83.76,0.0159,0.0,1.6455,35.095,2.0,17.8,19749.8444
Lithuania,2019,10.2465,14.2965,5.0858,-5.5909,3.8391,5.9005,24.6564,8.7711,0.0,79.0929,3.06,2707.6076,0.0,77.3458,33.5,62.89,227.59,0.0,6476.98,13.218,2.3633,44.8912,,-1.4926,47.5088,3.124,94.43,0.0083,0.0,2.1202,35.1325,,17.8,24565.2046
Lithuania,2020,9.2189,14.2541,5.072,-5.6327,3.7302,5.8714,24.4498,8.6999,0.0,78.0218,3.0,2674.0684,0.0,60.8066,31.7,62.89,187.82,0.0,6248.4,12.2815,2.8924,44.8797,29.56,-1.1067,46.9946,3.5324,107.57,0.0041,0.0,2.595,35.1485,,17.8,22970.5278
Luxembourg,2012,11.3765,10.8679,20.4689,-0.4131,0.6273,0.2615,11.8226,22.267,0.0,106.3583,2.87,7723.7843,87.1976,35.88,4.2,,106.02,0.0,6127.33,13.4102,3.6982,206.2359,,0.3102,51.0476,0.288,89.21,0.0551,0.0164,4.46,34.4538,,,444.2895
Luxembourg,2013,11.7081,10.3236,18.9996,-0.5768,0.637,0.2637,11.2916,20.7811,0.0,106.2291,2.7,7320.7217,84.4071,48.7757,5.7,,170.27,0.0,6535.79,14.3897,3.5738,211.0579,,0.0318,50.8378,0.2619,91.92,0.0332,0.0123,4.31,34.4538,,37.3,347.8876
Luxembourg,2014,9.9978,9.8199,17.6516,-0.5079,0.6435,0.262,10.798,19.4097,0.0,106.8875,2.53,6878.6815,83.1188,49.1977,6.8,,111.31,0.0,5309.67,15.6688,3.8143,216.0915,,-0.5458,50.8806,0.2896,96.69,0.0295,0.015,4.6,34.4538,,34.9,429.601
Luxembourg,2015,10.3915,9.3094,16.3436,-0.4613,0.6583,0.2559,10.2964,18.0764,0.0,107.7451,2.41,6548.7596,80.5579,67.3232,9.1,,263.11,0.0,5791.16,16.2828,3.7148,221.2518,,-1.1447,50.9893,0.2237,102.08,0.0177,0.0177,4.48,34.4538,,32.5,327.4653
Luxembourg,2016,9.6132,9.0415,15.5348,-0.5652,0.6686,0.2543,10.0361,17.2437,0.0,109.5551,2.27,6342.6834,0.0,85.1138,13.5,,156.5,0.0,6069.17,14.5943,3.6816,226.0723,,0.1485,50.7489,0.2142,101.23,0.0141,0.0141,4.44,34.4538,,42.0,520.7798
Luxembourg,2017,9.6085,9.1884,15.4081,-0.4799,0.6786,0.2559,10.1941,17.0946,0.0,110.1727,2.29,6313.3537,0.0,86.6532,15.3,,204.08,0.0,5853.09,15.7161,3.7811,231.6354,,-0.5785,50.9458,0.2346,104.67,0.0126,0.0126,4.56,34.4538,,40.9,412.7166
Luxembourg,2018,9.2918,9.5448,15.7,-0.3425,0.6637,0.2555,10.5294,17.3195,0.0,110.1924,2.34,6414.3648,0.0,87.6417,16.0,,310.9,0.0,5433.81,16.9092,4.3284,236.1466,,-1.6019,51.1016,0.2337,111.03,0.0175,0.0175,5.22,34.4538,0.0,40.9,457.7823
Luxembourg,2019,8.4591,9.6917,15.6317,-0.4625,0.6491,0.2564,10.6599,17.1934,0.0,109.5148,2.31,6376.867,0.0,85.9067,16.4,,247.05,0.0,5655.2,16.0767,4.0879,240.8276,,-1.0007,51.1107,0.2148,110.4,0.0124,0.0124,4.93,34.4538,,51.2,509.1977
Luxembourg,2020,8.6748,7.9929,12.6787,-0.5471,0.6353,0.2384,8.9246,14.1566,0.0,107.1755,2.02,5435.8157,0.0,88.5748,20.8,,241.04,0.0,5262.48,16.1547,3.9635,244.8743,,-1.2847,51.3219,0.2004,113.62,0.009,0.009,4.78,34.4538,,51.2,654.5192
Moldova,2012,20.3836,8.3528,2.9202,-1.4337,2.227,0.6264,11.3366,3.9634,0.0,84.0162,6.2,1316.7686,82.1328,4.6835,22.1,,1160.6,0.0,5954.45,19.781,12.6225,99.6733,,-0.8161,74.8631,10.4482,72.01,0.034,0.0,52.4691,11.5417,,,1771.5844
Moldova,2013,19.9795,7.4941,2.6207,-1.2892,2.2754,0.8543,10.7709,3.7666,0.0,82.4263,5.11,1184.7502,78.2269,7.0155,23.8,,654.81,0.0,5432.67,18.5931,12.4592,99.5772,,0.0725,74.8479,11.5504,96.62,0.026,0.0,51.7901,11.6071,,4.2,167.3453
Moldova,2014,18.7371,8.0409,2.8137,-0.9273,2.302,0.8287,11.3315,3.9651,0.0,81.7847,5.25,1277.1394,80.2246,6.2401,24.3,,710.27,0.0,5656.99,19.9693,12.4146,99.5165,,0.4181,70.4075,14.071,102.1,0.0197,0.0,51.6049,11.6794,,4.2,363.1332
Moldova,2015,18.1479,8.2992,2.9264,-1.3729,2.3098,0.8408,11.6174,4.0964,0.0,82.5739,5.35,1307.9946,81.5491,4.7371,24.7,,1001.29,0.0,5283.06,20.7806,12.474,98.7561,,-1.4018,70.4988,12.8213,90.67,0.0092,0.0,51.8519,11.7518,,4.2,495.6817
Moldova,2016,17.0561,8.4234,3.0049,-1.1171,2.3161,0.9843,11.8997,4.2451,0.0,81.9081,5.25,1356.3127,0.0,4.2523,25.3,,817.76,0.0,5556.03,18.4683,12.5037,97.6142,,-0.0892,70.4957,12.4797,107.23,0.0059,0.0,51.9753,11.7549,,4.2,832.9014
Moldova,2017,15.1424,8.3058,3.0146,-1.1657,2.3821,1.042,11.9269,4.3289,0.0,80.8831,5.1,1397.5991,0.0,6.388,26.1,,754.1,0.0,5539.04,18.8439,12.474,95.9094,,-0.3125,70.4561,12.1996,115.78,0.0063,0.0,51.8519,11.7513,,4.2,1092.1166
