Economy,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),Electricity production from coal sources (% of total),"Energy imports, net (% of energy use)",Energy intensity level of primary energy (MJ/$2021 PPP GDP),Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Cooling Degree Days,Heating Degree Days,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Standardised Precipitation-Evapotranspiration Index,"Agriculture, forestry, and fishing, value added (% of GDP)",Food production index (2014-2016 = 100),"Adjusted savings, natural resources depletion (% of GNI)","Adjusted savings, net forest depletion (% of GNI)","Annual freshwater withdrawals, total (% of internal resources)",Forest area (% of land area),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss
France,2018,10.4599,-39.8144,6.7356,1.8106,48.7406,3.37,3669.3707,0.0,20.4355,15.2,508.3,4383.58,23.569,-0.8703,1.5311,97.17,0.0068,0.0,13.4615,31.7028,33.2,69201.6634
France,2019,9.8252,-36.5979,6.5878,1.0276,49.7065,3.26,3605.5319,0.0,20.6287,15.5,495.78,4549.42,22.9468,-1.0763,1.4083,98.0,0.0054,0.0,13.106,31.8575,35.0,81304.4477
France,2020,9.6004,-39.2143,5.9405,0.9276,45.791,3.18,3228.4892,0.0,24.3566,16.8,456.99,4213.67,21.5981,-1.0459,1.4604,93.7,0.0256,0.023,12.3358,32.0122,36.2,77745.7371
Germany,2012,13.9079,-5.8578,11.457,45.5366,63.4092,3.27,3913.4392,79.8734,23.7361,13.6,180.5,6144.44,46.1172,-0.4612,0.9114,96.12,0.0789,0.0,31.4459,32.7452,,26007.2481
Germany,2013,13.6634,-8.4696,11.6378,46.8153,64.6342,3.32,3986.1851,80.1392,24.757,13.6,218.66,6417.75,34.7122,-0.2185,0.9271,97.08,0.0598,0.0,23.6692,32.719,38.9,15498.9546
Germany,2014,12.2822,2.3407,11.1039,45.3819,64.0352,3.11,3794.4472,79.3957,26.8209,14.0,178.83,5328.41,42.9113,-0.8022,0.9156,102.97,0.0398,0.0,29.2599,32.7228,38.5,21169.1432
Germany,2015,12.8254,-2.4594,11.0697,43.7615,64.4354,3.08,3780.8503,79.628,30.0329,14.6,298.52,5687.9,40.8901,-1.3409,0.7085,99.27,0.0273,0.0,27.8817,32.7323,38.5,12929.494
Germany,2016,11.7807,1.1037,11.0132,42.0011,66.3065,3.02,3765.218,0.0,30.0193,14.2,222.83,5917.32,33.5019,-0.7121,0.7305,97.76,0.0185,0.0,22.8439,32.6855,38.8,26876.854
Germany,2017,11.8978,-5.1206,10.7729,38.6743,66.6212,2.95,3763.194,0.0,34.0095,15.2,197.22,5838.42,38.0324,0.358,0.86,97.5,0.0236,0.0,25.9331,32.6845,38.8,32999.1381
Germany,2018,11.6526,75.8745,10.3648,37.3124,66.2019,2.85,3659.2292,0.0,35.6372,16.0,400.93,5428.24,36.8985,-2.2459,0.7425,91.87,0.0279,0.0,25.1599,32.6836,38.8,52238.958
Germany,2019,10.6378,64.3793,9.7005,29.9558,69.924,2.76,3570.8816,0.0,40.5775,17.1,324.37,5507.27,35.3517,-1.4329,0.8331,94.41,0.0477,0.0,24.1052,32.6827,38.5,108232.9097
Germany,2020,10.2877,69.0941,8.9829,24.9711,65.3856,2.69,3349.1993,0.0,44.8396,18.5,239.1,5368.72,35.3517,-1.5461,0.7287,95.45,0.0397,0.0,24.1052,32.6827,38.8,186938.8613
Greece,2012,18.8095,-3.6263,9.3644,51.0491,73.0863,3.57,2408.7558,89.9414,16.9602,14.2,1488.67,3416.27,20.0991,-0.8739,3.4191,103.29,0.1014,0.0107,17.1293,30.27,,13242.1437
Greece,2013,17.9601,-2.5903,8.7412,46.2031,69.139,3.22,2133.1284,87.7901,25.1734,16.6,1249.24,3030.28,20.0789,-1.0485,3.3515,93.64,0.0708,0.0126,17.1121,30.27,8.6,5906.556
Greece,2014,16.8699,-2.0318,8.5401,51.0084,72.9934,3.17,2128.7923,85.8515,24.3841,16.4,1112.37,2959.26,20.0607,1.7323,3.5335,97.19,0.0615,0.0127,17.0966,30.27,8.6,3803.2117
Greece,2015,17.2372,-3.4983,8.4504,42.6167,79.0744,3.19,2148.0471,83.8826,28.7273,17.5,1218.22,3258.46,20.0445,-0.0315,3.8215,103.65,0.037,0.0124,17.0828,30.27,8.6,3840.1217
Greece,2016,15.775,-4.1013,8.3479,34.6872,81.383,3.13,2109.4166,0.0,27.3987,16.4,1240.56,3095.69,20.5058,-0.8888,3.4581,99.16,0.0518,0.0125,17.4759,30.27,8.6,6034.1999
Greece,2017,15.6724,-3.8368,8.408,33.954,81.8523,3.15,2148.0516,0.0,25.1118,16.4,1242.97,3290.42,20.5017,-0.7163,3.7523,99.76,0.0592,0.0142,17.4724,30.27,8.6,8909.1977
Greece,2018,15.584,-4.6801,8.1917,32.265,82.0229,3.01,2089.3604,0.0,30.3497,17.9,1234.39,2889.65,20.4774,-0.3455,3.5257,98.37,0.0759,0.0132,17.4517,30.27,11.0,7122.6687
Greece,2019,14.9419,-5.188,7.6556,24.9311,87.499,2.91,2058.5434,0.0,33.2085,18.5,1317.47,3006.17,20.4633,0.431,3.6615,100.63,0.0501,0.0096,17.4397,30.27,11.0,7604.9472
Greece,2020,14.4089,-5.1826,6.7563,13.6888,91.2123,2.85,1839.4882,0.0,36.5812,20.1,1261.32,3071.31,20.4774,-1.3513,3.9238,101.91,0.0275,0.0091,17.4517,30.27,11.0,5427.8254
Hungary,2012,18.932,-4.8308,6.6074,18.744,50.1849,4.15,2490.1858,68.1936,7.6392,16.5,955.37,5189.72,8.7237,-1.7249,3.8885,79.07,0.4394,0.0,84.1833,22.6683,,11919.6393
Hungary,2013,17.853,-4.0962,6.3767,21.0735,50.0908,3.94,2420.1695,65.4247,9.2007,17.2,708.5,5119.29,9.0674,-0.4014,3.9225,88.31,0.3519,0.0,87.5,22.7002,23.2,8947.1385
Hungary,2014,17.9398,-5.1319,6.4239,20.7938,59.7317,3.77,2423.515,65.3463,10.7167,15.7,533.33,4379.24,6.7755,0.7024,3.9453,100.22,0.271,0.0,65.3833,22.5502,22.6,15135.4187
Hungary,2015,17.9803,-5.7259,6.7472,19.4598,53.8369,3.85,2571.1509,66.1102,10.6358,15.6,893.34,4918.5,6.9603,-1.258,3.7614,95.39,0.1682,0.0,67.1667,22.5819,22.6,10717.8161
Hungary,2016,16.2389,-4.5734,6.8552,18.049,55.8033,3.81,2613.0935,0.0,10.2126,15.3,657.3,5124.02,6.8377,0.4287,3.8677,104.39,0.1185,0.0,65.9833,22.559,22.6,14018.7685
Hungary,2017,17.0237,-5.3946,7.1832,15.4884,62.7321,3.81,2737.4533,0.0,10.5727,14.6,774.66,5195.74,8.1805,-1.1074,3.7489,98.88,0.1546,0.0,78.942,22.543,22.6,14115.9745
Hungary,2018,17.5019,-4.8251,7.2228,15.0747,58.3634,3.61,2738.8273,0.0,11.7442,13.6,899.18,4702.17,8.4948,-1.3093,3.4716,98.34,0.2284,0.0,81.9744,22.5282,22.6,13808.8318
Hungary,2019,14.6412,-5.4148,7.2532,12.2015,69.8127,3.46,2749.2413,0.0,13.6771,13.6,805.37,4537.77,7.7082,-1.0844,3.3251,97.08,0.2013,0.0,74.3846,22.5123,22.6,14401.0124
Hungary,2020,14.1365,-7.1294,7.1022,10.9533,56.4069,3.56,2713.1792,0.0,15.8288,14.8,642.82,4826.42,7.7399,-0.6095,3.3625,93.68,0.113,0.0,74.69,22.4963,22.6,12016.304
Iceland,2012,6.1102,6.3956,15.1483,0.0,,15.11,17633.6483,10.3286,99.9862,77.7,0.08,10621.45,0.3995,0.3651,6.4895,93.72,0.0004,0.0004,0.1729,0.4595,,
Iceland,2013,5.9646,6.3961,15.1274,0.0,,15.07,18212.7336,10.3844,99.9742,76.8,0.0,10847.04,0.3956,0.9224,5.7944,92.91,0.0004,0.0004,0.1712,0.4665,2.7,
Iceland,2014,5.7871,6.3896,14.1814,0.0,,14.77,17947.0382,10.9097,99.9873,77.6,0.0,10053.47,0.3742,1.4038,5.2244,95.52,0.0004,0.0004,0.162,0.4734,2.3,
Iceland,2015,5.7333,6.3804,14.6257,0.0,,13.47,16910.7212,11.6682,99.9874,78.0,0.0,11046.65,0.3798,1.4606,5.2502,100.06,0.0003,0.0003,0.1644,0.4804,2.3,
Iceland,2016,5.2772,6.3631,12.991,0.0,,11.93,15701.473,0.0,99.9936,80.9,0.0,10152.03,0.3533,1.3284,4.5396,104.42,0.0003,0.0003,0.1529,0.4854,2.4,
Iceland,2017,5.84,6.3353,13.1273,0.0,,12.12,16234.983,0.0,,80.8,0.0,10243.6,0.3941,1.1004,3.748,107.98,0.0002,0.0002,0.1706,0.4926,2.5,
Iceland,2018,5.5592,6.3235,12.6885,0.0,,12.68,17346.7503,0.0,,81.4,0.0,10579.78,0.3941,2.1277,4.2466,108.05,0.0002,0.0002,0.1706,0.4963,2.5,
Iceland,2019,5.4816,6.3369,12.027,0.0,,12.25,16700.592,0.0,,81.7,0.0,10629.63,0.3941,0.2522,4.3181,107.08,0.0001,0.0001,0.1706,0.5027,2.7,
Iceland,2020,5.1055,6.3569,11.5368,0.0,,12.92,16083.61,0.0,,82.9,0.0,10985.05,0.3941,0.9651,4.6007,103.55,0.0001,0.0001,0.1706,0.5093,2.8,
Ireland,2012,9.5889,-0.6075,14.6192,27.2127,89.7223,2.22,2858.9174,86.6778,19.9411,6.9,1.93,5702.51,4.7177,0.8308,0.9863,85.76,0.04,0.0,2.0007,10.6561,,5829.0577
Ireland,2013,9.1941,0.006,14.3484,25.251,94.5991,2.19,2802.6096,86.6588,22.9749,7.7,33.17,5692.82,5.0759,-0.2911,1.07,89.99,0.0142,0.0,2.1526,10.7556,3.3,4778.0833
Ireland,2014,8.8447,0.2305,14.2122,24.6542,91.2792,1.97,2726.6053,84.9012,25.4904,8.8,8.21,5343.97,5.4342,1.2759,1.2173,96.22,0.0153,0.0,2.3045,10.8552,3.4,5719.0629
Ireland,2015,8.8116,0.1239,14.4167,25.9396,95.2316,1.65,2825.9812,85.1584,28.599,9.5,0.98,5748.47,5.7924,1.5562,0.8687,100.61,0.0033,0.0,2.4565,10.9547,4.0,4484.2146
Ireland,2016,8.1102,-0.742,14.8663,22.9086,74.2255,1.7,2932.3042,0.0,25.4968,8.6,5.9,5571.78,6.1507,-0.3463,0.9259,103.17,0.059,0.0,2.6084,11.0662,4.0,9390.4179
Ireland,2017,8.3843,0.9645,14.4812,18.7373,71.4047,1.51,2854.8582,0.0,29.3129,10.1,3.08,5343.74,6.5089,0.2052,1.1198,110.85,0.1172,0.0,2.7603,11.1775,4.0,6125.4823
Ireland,2018,8.2986,0.1257,13.7212,13.5622,73.3282,1.41,2820.4414,0.0,33.3837,10.8,26.73,5479.64,6.8672,0.1656,0.9282,110.61,0.1322,0.0,2.9122,11.2356,4.0,8381.4871
Ireland,2019,7.8924,0.289,13.1175,7.8147,75.4138,1.33,2747.9016,0.0,38.706,12.3,5.36,5426.68,7.4013,0.8769,0.9539,114.89,0.064,0.0,3.1388,11.2937,4.0,10354.2201
Ireland,2020,8.1706,0.9005,12.4819,4.9016,74.191,1.21,2633.9769,0.0,42.3895,13.7,1.74,5478.76,7.4302,1.4113,1.009,116.55,0.0308,0.0,3.151,11.3517,4.0,6212.8905
Italy,2012,18.7657,-24.9175,7.9197,18.0802,81.839,2.72,2680.4621,82.1863,31.4795,14.4,1041.15,4276.49,29.8846,-1.4194,1.9089,103.35,0.1283,0.0,18.5841,30.8931,,21486.6303
Italy,2013,18.0541,-40.0641,7.3409,16.7329,79.2945,2.67,2576.4562,79.9549,39.3087,16.3,787.53,4222.61,29.9441,-0.0853,2.0578,101.77,0.1161,0.0,18.6211,31.0751,11.2,15522.5461
Italy,2014,16.8937,-40.7342,7.0227,16.626,78.3882,2.52,2433.1626,78.5887,43.7427,17.1,694.73,3718.96,29.9338,0.5627,1.9085,95.58,0.0999,0.0,18.6147,31.257,11.3,19831.9102
Italy,2015,17.76,-42.3109,7.198,16.0386,79.588,2.6,2533.0235,78.9818,38.994,16.6,997.46,3994.31,29.9234,-1.8669,1.9915,102.55,0.0567,0.0,18.6083,31.439,11.3,14124.3052
Italy,2016,15.7011,-44.5666,7.1401,13.2531,80.4851,2.54,2511.4635,0.0,37.9133,16.1,800.63,3958.85,29.8426,-1.2237,1.8492,101.88,0.0271,0.0,18.558,31.621,13.3,24717.6486
Italy,2017,15.966,-28.0306,7.1018,11.8636,81.178,2.54,2557.3254,0.0,35.7423,16.4,999.96,4161.73,29.7618,-2.2057,1.8934,97.96,0.0405,0.0,18.5078,31.8029,13.3,34091.5157
Italy,2018,16.3354,-50.0841,7.0138,10.6849,80.9707,2.47,2503.3499,0.0,40.0899,17.1,917.48,3857.79,29.681,-1.3137,1.8576,99.17,0.0688,0.0,18.4575,31.9849,13.4,38839.6198
Italy,2019,14.8937,-48.1942,6.9228,7.2322,82.228,2.43,2494.0266,0.0,40.0522,17.3,1003.52,4016.81,29.822,-0.2091,1.8187,98.46,0.0581,0.0051,18.5452,32.167,13.3,59702.1465
Italy,2020,14.6586,-40.4766,6.3174,5.362,76.8695,2.47,2313.1001,0.0,42.3735,18.7,879.67,3928.52,29.7982,-1.3144,1.928,99.92,0.0452,0.0098,18.5304,32.3489,14.0,28245.3568
Latvia,2012,14.9825,-4.8945,6.1816,0.0324,60.9111,3.79,2171.0787,58.0287,66.6327,40.4,90.48,8177.31,1.4626,1.5391,3.5329,87.12,0.1081,0.0,1.4652,54.3148,,34285.4159
Latvia,2013,15.4094,-3.6158,6.1259,0.0483,60.4801,3.65,2156.5883,58.9126,56.9196,39.6,139.71,7638.6,1.3907,-0.5302,3.2121,84.64,0.0706,0.0,1.3932,54.3769,17.8,27766.439
Latvia,2014,16.0993,0.3455,6.124,0.0,43.7074,3.58,2177.0297,56.7126,54.533,40.2,222.33,7473.07,0.9929,-0.4437,3.6164,88.76,0.0702,0.0,0.9947,54.439,17.8,32203.1645
Latvia,2015,13.6554,-0.9422,6.3113,0.0,55.533,3.39,2155.8522,58.9693,50.1851,38.1,80.25,7026.59,1.0412,-1.3928,3.5545,107.21,0.0274,0.0,1.0431,54.5011,17.8,30829.6865
Latvia,2016,12.6031,-2.8055,6.3615,0.0,52.0818,3.3,2172.4388,0.0,54.1842,38.5,122.33,7577.52,1.0952,0.6077,3.3253,104.03,0.0149,0.0,1.0972,54.5633,17.5,44945.4171
Latvia,2017,11.668,-4.2994,6.3496,0.0,48.1887,3.31,2265.2169,0.0,72.5229,42.6,33.61,7600.81,1.0673,1.7845,3.6248,106.11,0.0285,0.0,1.0692,54.6255,17.5,47085.3062
Latvia,2018,14.2076,-1.891,6.6995,0.1041,46.2654,3.35,2403.4998,0.0,52.0315,41.0,247.49,7303.24,1.0804,-1.8415,3.661,83.61,0.0635,0.0,1.0823,54.6877,17.5,46923.5214
Latvia,2019,12.4866,-3.6043,6.6799,0.0,48.4186,3.16,2343.5158,0.0,49.5823,41.5,146.48,6878.36,1.0526,-0.6596,3.8534,104.75,0.0469,0.0,1.0545,54.7499,17.5,57402.9306
Latvia,2020,11.602,-0.8784,6.4135,0.0009,48.6028,3.08,2251.3825,0.0,63.7584,43.8,123.92,6499.2,1.0678,-0.7413,4.0792,110.74,0.0242,0.0,1.0697,54.8094,17.5,50462.7838
Lithuania,2012,12.3731,-10.5222,8.5088,0.0,80.0964,3.78,2468.1646,72.8845,33.6506,23.9,141.81,7751.89,3.8702,1.1057,4.0001,91.86,0.0762,0.0,3.4722,34.7321,,17602.9006
Lithuania,2013,12.4132,-9.8089,8.0725,0.0,78.012,3.44,2352.9134,70.0491,43.5531,26.3,175.74,7314.92,3.2242,-0.2197,3.5344,87.76,0.0552,0.0,2.8926,34.7858,16.4,13922.7766
Lithuania,2014,12.7577,-8.9107,8.1534,0.0455,76.5302,3.33,2376.2754,68.1949,50.0341,27.7,248.15,7092.33,2.5782,-0.7296,3.4402,95.06,0.0453,0.0,2.3131,34.854,16.4,15972.1884
Lithuania,2015,11.3029,-7.8985,8.4945,0.0,77.6835,3.3,2420.6056,-61.3789,47.6992,29.0,148.15,6724.32,2.7527,-1.658,3.4367,105.97,0.0204,0.0,2.4696,34.9082,16.9,15794.3394
Lithuania,2016,10.2329,-6.9937,8.5039,0.0,78.0349,3.29,2504.9838,0.0,62.9395,31.5,167.13,7238.94,2.2199,0.4289,3.1206,98.97,0.0123,0.0,1.9916,34.9606,17.3,25531.6871
Lithuania,2017,9.7999,-6.3464,8.7607,0.0,75.1292,3.3,2653.3998,0.0,74.4411,33.8,61.7,7151.46,1.8673,1.5615,3.5493,100.73,0.0148,0.0,1.6753,35.0569,17.7,25803.6042
Lithuania,2018,11.0839,-5.269,8.6744,0.0,77.7376,3.22,2711.1619,0.0,77.8468,33.7,291.49,6975.86,1.8341,-1.8865,2.8869,83.76,0.0159,0.0,1.6455,35.095,17.8,19749.8444
Lithuania,2019,10.2465,-5.5909,8.7711,0.0,79.0929,3.06,2707.6076,0.0,77.3458,33.5,227.59,6476.98,2.3633,-1.4926,3.124,94.43,0.0083,0.0,2.1202,35.1325,17.8,24565.2046
Lithuania,2020,9.2189,-5.6327,8.6999,0.0,78.0218,3.0,2674.0684,0.0,60.8066,31.7,187.82,6248.4,2.8924,-1.1067,3.5324,107.57,0.0041,0.0,2.595,35.1485,17.8,22970.5278
Luxembourg,2012,11.3765,-0.4131,22.267,0.0,106.3583,2.87,7723.7843,87.1976,35.88,4.2,106.02,6127.33,3.6982,0.3102,0.288,89.21,0.0551,0.0164,4.46,34.4538,,444.2895
Luxembourg,2013,11.7081,-0.5768,20.7811,0.0,106.2291,2.7,7320.7217,84.4071,48.7757,5.7,170.27,6535.79,3.5738,0.0318,0.2619,91.92,0.0332,0.0123,4.31,34.4538,37.3,347.8876
Luxembourg,2014,9.9978,-0.5079,19.4097,0.0,106.8875,2.53,6878.6815,83.1188,49.1977,6.8,111.31,5309.67,3.8143,-0.5458,0.2896,96.69,0.0295,0.015,4.6,34.4538,34.9,429.601
Luxembourg,2015,10.3915,-0.4613,18.0764,0.0,107.7451,2.41,6548.7596,80.5579,67.3232,9.1,263.11,5791.16,3.7148,-1.1447,0.2237,102.08,0.0177,0.0177,4.48,34.4538,32.5,327.4653
Luxembourg,2016,9.6132,-0.5652,17.2437,0.0,109.5551,2.27,6342.6834,0.0,85.1138,13.5,156.5,6069.17,3.6816,0.1485,0.2142,101.23,0.0141,0.0141,4.44,34.4538,42.0,520.7798
Luxembourg,2017,9.6085,-0.4799,17.0946,0.0,110.1727,2.29,6313.3537,0.0,86.6532,15.3,204.08,5853.09,3.7811,-0.5785,0.2346,104.67,0.0126,0.0126,4.56,34.4538,40.9,412.7166
Luxembourg,2018,9.2918,-0.3425,17.3195,0.0,110.1924,2.34,6414.3648,0.0,87.6417,16.0,310.9,5433.81,4.3284,-1.6019,0.2337,111.03,0.0175,0.0175,5.22,34.4538,40.9,457.7823
Luxembourg,2019,8.4591,-0.4625,17.1934,0.0,109.5148,2.31,6376.867,0.0,85.9067,16.4,247.05,5655.2,4.0879,-1.0007,0.2148,110.4,0.0124,0.0124,4.93,34.4538,51.2,509.1977
Luxembourg,2020,8.6748,-0.5471,14.1566,0.0,107.1755,2.02,5435.8157,0.0,88.5748,20.8,241.04,5262.48,3.9635,-1.2847,0.2004,113.62,0.009,0.009,4.78,34.4538,51.2,654.5192
Moldova,2012,20.3836,-1.4337,3.9634,0.0,84.0162,6.2,1316.7686,82.1328,4.6835,22.1,1160.6,5954.45,12.6225,-0.8161,10.4482,72.01,0.034,0.0,52.4691,11.5417,,1771.5844
Moldova,2013,19.9795,-1.2892,3.7666,0.0,82.4263,5.11,1184.7502,78.2269,7.0155,23.8,654.81,5432.67,12.4592,0.0725,11.5504,96.62,0.026,0.0,51.7901,11.6071,4.2,167.3453
Moldova,2014,18.7371,-0.9273,3.9651,0.0,81.7847,5.25,1277.1394,80.2246,6.2401,24.3,710.27,5656.99,12.4146,0.4181,14.071,102.1,0.0197,0.0,51.6049,11.6794,4.2,363.1332
Moldova,2015,18.1479,-1.3729,4.0964,0.0,82.5739,5.35,1307.9946,81.5491,4.7371,24.7,1001.29,5283.06,12.474,-1.4018,12.8213,90.67,0.0092,0.0,51.8519,11.7518,4.2,495.6817
Moldova,2016,17.0561,-1.1171,4.2451,0.0,81.9081,5.25,1356.3127,0.0,4.2523,25.3,817.76,5556.03,12.5037,-0.0892,12.4797,107.23,0.0059,0.0,51.9753,11.7549,4.2,832.9014
Moldova,2017,15.1424,-1.1657,4.3289,0.0,80.8831,5.1,1397.5991,0.0,6.388,26.1,754.1,5539.04,12.474,-0.3125,12.1996,115.78,0.0063,0.0,51.8519,11.7513,4.2,1092.1166
Moldova,2018,17.0808,-1.0066,4.6618,0.0,81.9775,5.16,1495.5731,0.0,6.154,25.3,838.76,5661.34,12.4295,-0.6265,10.1469,121.39,0.0089,0.0,51.6667,11.753,4.2,861.2191
Moldova,2019,15.7728,-0.1486,4.7641,0.0,84.1576,4.91,1500.0395,0.0,6.6357,22.0,817.25,5039.7,12.4592,-1.9115,10.1608,118.64,0.0072,0.0,51.7901,11.7528,4.2,817.1594
Moldova,2020,14.7583,-0.1724,4.6999,0.0,84.0959,5.16,1461.4744,0.0,5.7783,22.3,875.96,4923.22,12.5631,-1.6046,9.3667,81.46,0.0044,0.0,52.2222,11.7532,4.2,1413.3152
Montenegro,2012,25.1527,-2.0717,,48.0661,34.6593,4.24,1701.4683,61.4907,51.9371,45.9,601.4,5928.91,,-1.1164,4.8954,93.52,0.3298,0.1309,,61.487,,1258.6025
Montenegro,2013,23.0328,-2.4193,,36.5272,23.6995,3.8,1574.5514,63.9649,63.4771,49.3,374.82,5659.21,,0.1343,5.2096,100.52,0.1051,0.0,,61.487,9.6,2401.4566
Montenegro,2014,22.8934,-2.5064,,44.7841,30.4146,3.64,1532.3428,64.7133,55.2049,46.0,228.01,5324.24,,1.2698,5.1157,94.04,0.1654,0.0,,61.487,2.6,1437.8909
Montenegro,2015,22.5226,-2.3741,,50.3497,30.5421,3.68,1599.5939,65.7017,49.6503,43.0,532.56,5719.52,,-1.1329,4.9637,97.94,0.1282,0.0,,61.487,2.6,180.9634
Montenegro,2016,20.7818,-2.3699,,41.3244,35.351,3.47,1552.2331,0.0,58.6816,43.9,335.0,5718.16,,0.4649,4.8061,108.01,0.1964,0.0,,61.487,2.6,1119.5271
Montenegro,2017,21.1886,-1.8092,,54.8348,41.3384,3.47,1625.4961,0.0,45.1612,37.8,492.41,5965.55,,-1.6472,4.4361,97.82,0.3611,0.0,,61.487,4.2,1268.9716
Montenegro,2018,22.0011,-2.4562,,40.7874,31.8222,3.42,1679.5598,0.0,59.2126,40.6,360.46,5336.39,,-1.1528,4.027,102.16,0.1144,0.0172,,61.487,4.2,1652.2428
Montenegro,2019,18.3232,-2.5039,,43.8101,33.6894,3.4,1737.5932,0.0,56.187,38.7,453.94,5481.42,,0.2509,3.7035,99.04,0.1253,0.0607,,61.487,6.9,647.2366
Montenegro,2020,17.9824,-2.5039,,47.7811,27.6534,3.76,1625.8628,0.0,52.2337,39.6,364.76,5514.06,,-1.0307,4.1839,102.84,0.2127,0.1741,,61.487,9.0,983.1839
Netherlands,2012,14.3672,3.9014,12.1687,26.4574,37.2648,3.7,4599.2059,92.1673,12.0899,4.9,126.48,5479.72,20.3461,0.2433,1.697,90.81,0.9211,0.0,97.4209,10.9733,,946.7087
Netherlands,2013,13.285,3.4007,12.0015,27.0973,28.8439,3.62,4488.6041,93.8303,11.9117,5.0,151.18,5793.41,20.2013,-0.7488,1.8447,93.41,0.9324,0.0,96.7273,10.9317,20.2,514.177
Netherlands,2014,12.6133,4.3144,11.4779,31.3667,38.135,3.37,4215.3526,93.2982,11.2693,5.6,136.97,4562.62,18.0178,-0.8551,1.801,96.63,0.5725,0.0,86.2727,10.8804,18.0,875.2615
Netherlands,2015,13.1341,4.5812,11.8967,38.3194,58.82,3.38,4298.5929,92.0358,12.4231,5.8,141.23,5082.71,15.9692,-0.4706,1.806,101.11,0.3413,0.0,76.4636,10.8355,17.9,894.1997
Netherlands,2016,11.9585,4.2991,11.9011,34.338,55.4883,3.37,4352.4465,0.0,12.8331,5.6,167.27,5215.9,15.2333,-0.4584,1.864,102.26,0.1956,0.0,72.94,10.8631,17.9,1406.5902
Netherlands,2017,12.7177,3.4632,11.6005,29.1251,62.3249,3.3,4365.2039,0.0,14.8804,6.4,120.12,5004.89,15.0298,0.0951,1.9679,102.47,0.2153,0.0,71.9655,10.891,21.2,1333.2029
Netherlands,2018,12.0709,3.3672,11.1356,26.5661,71.6849,3.16,4251.1672,0.0,16.5281,7.4,305.73,4902.04,16.367,-1.9519,1.7599,96.33,0.3207,0.0,73.5473,10.9186,21.2,1271.1799
Netherlands,2019,11.3641,3.0162,10.764,16.5137,78.2545,3.03,4129.4091,0.0,18.7763,8.6,227.45,4915.41,17.0006,-0.9461,1.7588,100.72,0.2011,0.0,76.3945,10.9465,25.3,2481.474
Netherlands,2020,10.8892,2.6328,9.7666,8.1945,81.7604,3.05,3975.3781,0.0,26.5576,10.7,226.13,4670.28,16.8036,-1.2406,1.7374,102.3,0.0725,0.0,75.5091,10.9742,25.3,1921.8082
North Macedonia,2012,35.8424,-1.22,6.3701,77.1638,48.3921,4.44,1549.5234,81.3344,16.6658,18.3,1017.16,5296.9,15.3146,-1.334,9.1047,90.38,0.6244,0.0,11.7185,38.6209,,2940.6446
North Macedonia,2013,32.7169,-1.36,5.9252,66.0486,46.8787,4.0,1441.7218,79.0522,26.1408,21.2,665.85,4815.48,11.9724,-1.2117,10.0275,95.39,0.6541,0.0,9.1611,38.8902,9.7,1149.1907
North Macedonia,2014,33.7775,-1.5,5.7177,69.5385,51.7652,3.75,1404.8828,77.333,24.0354,21.2,527.22,4680.07,16.4023,1.6689,10.1776,93.16,0.7142,0.0,12.5508,39.1596,9.7,1815.5663
North Macedonia,2015,31.8725,-1.9,5.5154,58.3599,52.5244,3.56,1387.9796,76.8808,35.9292,23.9,822.37,5085.58,20.8321,-0.1275,9.7269,102.79,0.5102,0.0,15.9404,39.429,9.7,784.3281
