Economy,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),Electricity production from coal sources (% of total),"Energy imports, net (% of energy use)",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Cooling Degree Days,Heat Index 35,Heating Degree Days,Land Surface Temperature,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Population density (people per sq. km of land area),Standardised Precipitation-Evapotranspiration Index,Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)",Food production index (2014-2016 = 100),"Adjusted savings, natural resources depletion (% of GNI)","Adjusted savings, net forest depletion (% of GNI)","Annual freshwater withdrawals, total (% of internal resources)",Forest area (% of land area),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss
United Kingdom,2014,10.8076,430.4962,6.662,-6.0537,49.2092,22.7681,516.1183,7.987,30.0992,49.7432,2.63,2767.9619,82.96,19.9593,6.6,21.73,0.0,5373.73,12.5627,12.4211,267.1021,1.5361,71.2272,0.745,100.68,0.4915,0.0,5.0241,12.9616,19.7,30369.5673
United Kingdom,2015,10.4603,415.856,6.3891,-5.8731,48.8005,22.7225,501.0783,7.6985,22.7678,40.2776,2.59,2774.7968,80.84,25.471,7.7,15.87,0.0,5809.82,12.0622,13.913,269.0365,0.8806,70.8387,0.6312,101.35,0.303,0.0,5.6276,13.041,16.6,23996.8937
United Kingdom,2016,10.036,393.3439,5.9955,-5.8115,48.4743,22.6301,478.2401,7.2895,9.3211,37.9543,2.5,2696.98,79.95,25.4853,7.7,32.67,0.01,5781.24,12.062,14.3546,271.1817,0.0472,71.7149,0.5789,97.98,0.2476,0.0,5.8062,13.0575,23.3,28805.5286
United Kingdom,2017,10.3814,381.2854,5.78,-6.0555,49.1925,22.7999,467.0427,7.0801,6.9004,38.0305,2.41,2658.9958,79.08,30.1545,8.8,27.73,0.01,5568.89,11.9368,14.3546,272.6656,0.0508,72.1951,0.5941,102.21,0.3545,0.0,5.8062,13.0782,28.9,23044.909
United Kingdom,2018,10.2398,373.2205,5.6302,-5.5004,49.0324,22.5215,458.1399,6.9113,5.337,38.1672,2.34,2632.1507,78.28,33.7661,10.2,63.44,0.0,5677.62,13.3127,14.3546,274.0007,-0.8033,71.7185,0.5711,99.59,0.5615,0.0,5.8062,13.1154,28.8,26250.3207
United Kingdom,2019,9.9457,357.3326,5.3629,-5.2277,48.2818,22.2228,440.5967,6.6125,2.4562,36.5357,2.22,2515.9609,77.87,37.5205,11.4,38.79,0.0,5682.61,11.9373,14.3546,275.4144,0.7746,72.423,0.6047,104.43,,,5.8062,13.1526,29.0,28392.8829
United Kingdom,2020,9.9129,319.0147,4.7797,-5.734,47.0857,21.6242,399.6036,5.9871,2.0997,28.4865,2.28,2318.0953,76.21,43.8948,13.6,44.68,0.0,5569.09,12.938,14.3546,275.8815,1.1444,71.34,0.6711,98.14,,,5.8062,13.1856,40.3,22836.2702
Georgia,2012,23.0631,8.2713,2.2182,-4.7497,4.4991,1.5404,14.5997,3.9153,0.0,71.4211,3.68,993.8477,74.47,74.4766,28.7,441.16,0.01,6851.13,14.8739,5.5556,65.238,-1.0538,35.041,8.5657,91.62,0.7132,0.0442,2.9341,40.6159,,472.9989
Georgia,2013,22.2518,9.1459,2.4601,-4.834,4.6611,1.5928,15.5233,4.1755,0.0,67.8323,3.99,1118.8662,70.89,82.227,32.4,290.3,0.0,6944.31,14.8755,5.46,65.042,-0.0258,35.7764,9.2148,112.71,0.5377,0.066,2.8836,40.6159,6.1,252.2501
Georgia,2014,20.9792,9.8372,2.6448,-4.6086,4.7122,1.6225,16.3173,4.3871,0.0,71.019,4.08,1193.7819,72.52,80.3716,30.7,506.54,0.0,6585.33,15.8759,5.3644,65.0725,-0.9193,34.7676,9.2042,100.2,0.3334,0.0621,2.8331,40.6159,6.4,113.741
Georgia,2015,20.3305,10.6455,2.8576,-4.6168,4.2401,1.5214,16.5705,4.4481,0.0,73.8338,4.18,1259.16,75.55,78.0371,27.5,552.36,0.01,6654.19,15.8732,5.2688,65.1751,-0.0855,34.7978,8.5421,102.1,0.3843,0.0803,2.7826,40.6159,6.4,42.8506
Georgia,2016,19.314,11.0236,2.9574,-4.7966,4.27,1.5177,16.9928,4.5588,0.1382,73.0986,4.2,1300.4989,75.19,80.6874,27.2,432.54,0.0,7015.04,14.8746,5.1731,65.2141,1.4155,34.451,8.0033,97.7,0.4517,0.0649,2.7321,40.6159,6.4,523.422
Georgia,2017,18.5343,11.169,2.996,-4.9238,4.2109,1.4914,17.0816,4.582,0.2081,74.4072,4.04,1312.7861,74.39,80.6424,27.5,524.19,0.0,6945.4,15.6196,4.4773,65.2228,-0.9648,34.3186,6.9186,89.17,0.3677,0.0792,2.3646,40.6159,6.4,207.8982
Georgia,2018,18.4542,11.1345,2.9879,-4.9238,4.0992,1.4996,16.9599,4.5511,0.0905,77.3334,3.82,1301.8773,74.57,82.606,27.4,494.89,0.0,6110.96,16.1221,4.2056,65.1973,-0.7796,34.1661,7.5616,104.3,0.3533,0.0719,2.2211,40.6159,6.4,300.0492
Georgia,2019,17.6183,11.9198,3.2041,-4.9238,4.0292,1.4935,17.6904,4.7553,0.0,80.7224,3.83,1371.1793,77.24,76.0791,24.7,441.87,0.0,6493.34,15.8706,5.121,65.0856,-1.8982,34.143,7.3355,105.76,0.4895,0.075,2.7045,40.6159,7.2,166.1863
Georgia,2020,17.0438,11.5463,3.1016,-4.9238,4.0254,1.5038,17.3462,4.6596,0.0,80.6317,3.98,1327.3864,77.97,74.7827,23.4,460.2,0.0,6612.18,15.6243,5.3867,65.1303,-1.6079,34.2193,8.3165,116.34,0.7145,0.0767,2.8449,40.6159,7.2,222.1538
Greece,2012,18.8095,81.5462,7.3831,-3.6081,13.5465,3.8959,103.818,9.3995,51.0491,73.0863,3.57,2408.7558,89.94,16.9602,14.2,1488.67,0.01,3416.27,22.4362,20.0991,85.6867,-0.8739,56.5012,3.4191,103.29,0.1014,0.0107,17.1293,30.27,,13242.1437
Greece,2013,17.9601,73.8659,6.7364,-2.0549,12.9828,3.8952,96.0661,8.761,46.2031,69.139,3.22,2133.1284,87.79,25.1734,16.6,1249.24,0.0,3030.28,22.1882,20.0789,85.0676,-1.0485,55.4926,3.3515,93.64,0.0708,0.0126,17.1121,30.27,8.6,5906.556
Greece,2014,16.8699,71.0042,6.5187,-0.6318,12.8818,3.8582,93.2195,8.5582,51.0084,72.9934,3.17,2128.7923,85.85,24.3841,16.4,1112.37,0.0,2959.26,21.8124,20.0607,84.5028,1.7323,48.1071,3.5335,97.19,0.0615,0.0127,17.0966,30.27,8.6,3803.2117
Greece,2015,17.2372,69.4476,6.4179,-4.2789,12.6442,3.8397,91.5033,8.4562,42.6167,79.0744,3.19,2148.0471,83.86,28.7273,17.5,1218.22,0.0,3258.46,21.5626,20.0445,83.9479,-0.0315,48.0915,3.8215,103.65,0.037,0.0124,17.0828,30.27,8.6,3840.1217
Greece,2016,15.775,68.156,6.3248,-4.1224,12.3449,3.7999,90.0981,8.361,34.6872,81.383,3.13,2109.4166,84.54,27.3987,16.4,1240.56,0.0,3095.69,21.9366,20.5058,83.5995,-0.8888,47.6028,3.4581,99.16,0.0518,0.0125,17.4759,30.27,8.6,6034.1999
Greece,2017,15.6724,68.3789,6.3581,-4.1451,12.5185,3.7828,90.4414,8.4095,33.954,81.8523,3.15,2148.0516,86.34,25.1118,16.4,1242.97,0.0,3290.42,22.063,20.5017,83.4343,-0.7163,46.9631,3.7523,99.76,0.0592,0.0142,17.4724,30.27,8.6,8909.1977
Greece,2018,15.584,66.5823,6.2036,-4.9811,12.1378,3.6478,87.8873,8.1886,32.265,82.0229,3.01,2089.3604,84.9,30.3497,17.9,1234.39,0.0,2889.65,21.9377,20.4774,83.2652,-0.3455,46.1109,3.5257,98.37,0.0759,0.0132,17.4517,30.27,11.0,7122.6687
Greece,2019,14.9419,61.6191,5.7472,-5.506,11.8453,3.6146,82.1539,7.6625,24.9311,87.499,2.91,2058.5434,83.16,33.2085,18.5,1317.47,0.0,3006.17,22.063,20.4633,83.1775,0.431,45.4893,3.6615,100.63,0.0501,0.0096,17.4397,30.27,11.0,7604.9472
Greece,2020,14.4089,52.3729,4.8953,-5.451,11.0144,3.5233,71.7053,6.7023,13.6888,91.163,2.85,1840.4839,81.17,36.5812,20.1,1261.32,0.0,3071.31,22.186,20.4774,82.9992,-1.3513,43.6358,3.9238,101.91,0.0275,0.0091,17.4517,30.27,11.0,5427.8254
Croatia,2012,20.9195,18.7854,4.4093,-5.3609,3.765,2.3484,25.5022,5.9859,20.8089,50.6393,3.5,2020.4842,72.18,50.431,29.4,981.11,0.0,4659.95,17.687,1.4512,76.1269,-1.3589,23.7831,3.2837,89.06,1.0874,0.2643,1.7314,34.3221,,5004.4285
Croatia,2013,20.264,18.3791,4.3409,-6.2649,3.7989,2.349,25.1879,5.9491,17.2289,48.2824,3.44,1990.5414,71.24,66.7575,32.8,704.13,0.0,4593.07,17.3436,1.3982,75.6544,0.5976,28.0055,3.4373,96.39,0.9029,0.2488,1.6682,34.3292,8.0,2997.7527
Croatia,2014,19.8289,17.6748,4.2067,-6.1215,3.8319,2.2433,24.4968,5.8304,17.4709,45.0191,3.29,1909.8358,70.65,74.1793,33.6,494.11,0.0,3891.98,18.0927,1.2893,75.0768,1.8037,26.9548,2.9385,94.25,0.6931,0.2092,1.5382,34.3364,23.7,4559.4857
Croatia,2015,20.1719,18.022,4.3408,-5.8387,4.0618,2.345,25.2583,6.0838,20.2578,49.6289,3.35,2018.5426,69.54,67.306,33.1,903.8,0.01,4461.1,18.0315,1.3803,74.1856,-0.7807,27.4677,2.9635,96.59,0.5687,0.2087,1.6468,34.3435,23.7,2669.0481
Croatia,2016,18.1778,18.2726,4.4493,-5.8403,4.1393,2.4412,25.8152,6.2859,20.2496,49.3077,3.26,2057.1887,70.55,66.8353,31.8,692.94,0.0,4523.36,17.2189,1.4153,73.3841,0.166,27.6249,3.0596,109.16,0.4194,0.191,1.6886,34.3814,23.5,5372.9631
Croatia,2017,18.7614,18.7954,4.6507,-5.1334,4.1427,2.4015,26.4474,6.5441,11.4078,54.2576,3.26,2159.9695,71.32,61.0532,29.8,866.58,0.0,4614.77,17.9363,1.5028,72.2144,-1.1721,26.7493,2.89,93.43,0.5217,0.2254,1.793,34.5152,23.6,5846.6453
Croatia,2018,20.0014,17.7644,4.4536,-5.623,3.951,2.4248,25.3798,6.3628,10.6522,54.123,3.08,2127.6388,68.76,72.374,32.8,858.62,0.0,4225.78,17.9069,1.4867,71.2739,-0.7839,26.517,2.9509,102.04,0.5981,0.1982,1.7738,34.5599,23.6,8285.3402
Croatia,2019,15.9149,17.9637,4.5485,-5.8576,3.8954,2.4255,25.6433,6.493,12.8448,57.7963,3.01,2173.1984,68.82,66.2484,31.6,847.82,0.0,4153.09,18.2185,1.494,70.5702,0.2339,26.8744,2.8568,99.35,0.4629,0.18,1.7825,34.6046,23.6,5977.6268
Croatia,2020,16.1209,17.246,4.406,-5.8406,3.7775,2.5459,25.04,6.3972,9.0773,54.1708,3.16,2104.8453,68.25,64.9877,32.4,691.57,0.0,4244.77,18.1568,1.4629,69.9465,-0.6525,26.8942,3.1284,108.55,0.3057,0.1746,1.7454,34.6517,23.9,6051.7226
Hungary,2012,18.932,47.6437,4.8026,-4.8572,10.242,3.8924,63.1968,6.3704,18.744,50.1849,4.15,2490.1858,68.2,7.6392,16.5,955.37,0.0,5189.72,19.406,8.7237,109.5809,-1.7249,58.9639,3.8885,79.07,0.4394,0.0,84.1833,22.6683,,11919.6393
Hungary,2013,17.853,44.788,4.5365,-4.1177,10.1556,4.0785,60.5515,6.1332,21.0735,50.0908,3.94,2420.1695,65.44,9.2007,17.2,708.5,0.0,5119.29,18.6562,9.0674,109.0548,-0.4014,58.0691,3.9225,88.31,0.3519,0.0,87.5,22.7002,23.2,8947.1385
Hungary,2014,17.9398,44.8223,4.5583,-5.1584,9.8102,4.2496,60.6427,6.1672,20.7938,59.7317,3.77,2423.515,65.35,10.7167,15.7,533.33,0.0,4379.24,19.0926,6.7755,107.7475,0.7024,57.6813,3.9453,100.22,0.271,0.0,65.3833,22.5502,22.6,15135.4187
Hungary,2015,17.9803,47.535,4.8516,-5.7472,9.7171,4.2073,63.4083,6.4717,19.4598,53.8369,3.85,2571.1509,66.2,10.6358,15.6,893.34,0.0,4918.5,19.7815,6.9603,107.3609,-1.258,57.6813,3.7614,95.39,0.1682,0.0,67.1667,22.5819,22.6,10717.8161
Hungary,2016,16.2389,48.2664,4.9455,-4.6014,9.5526,4.3772,64.0744,6.5652,18.049,55.8033,3.81,2613.0935,66.61,10.2126,15.3,657.3,0.0,5124.02,18.4064,6.8377,106.9445,0.4287,57.8786,3.8677,104.39,0.1185,0.0,65.9833,22.559,22.6,14018.7685
Hungary,2017,17.0237,51.1629,5.26,-5.4233,9.75,4.4742,67.2143,6.9102,15.4884,62.7321,3.81,2737.4533,68.02,10.5727,14.6,774.66,0.0,5195.74,18.3432,8.1805,106.5829,-1.1074,58.1087,3.7489,98.88,0.1546,0.0,78.942,22.543,22.6,14115.9745
Hungary,2018,17.5019,50.9078,5.2445,-4.8524,9.8426,4.6129,67.2055,6.9234,15.0747,58.3634,3.61,2738.8273,68.38,11.7442,13.6,899.18,0.0,4702.17,19.2186,8.4948,106.366,-1.3093,58.032,3.4716,98.34,0.2284,0.0,81.9744,22.5282,22.6,13808.8318
Hungary,2019,14.6412,50.7755,5.2374,-5.4402,9.9723,4.6017,67.224,6.934,12.2015,69.8127,3.46,2749.2413,68.28,13.6771,13.6,805.37,0.0,4537.77,19.0925,7.7082,106.233,-1.0844,57.8348,3.3251,97.08,0.2013,0.0,74.3846,22.5123,22.6,14401.0124
Hungary,2020,14.1365,49.0037,5.0674,-7.1519,10.209,4.7254,65.8413,6.8085,10.9533,56.4069,3.56,2713.1792,67.86,15.8288,14.8,642.82,0.0,4826.42,18.8437,8.0701,105.9656,-0.6095,53.8754,3.3625,93.68,0.113,0.0,77.8767,22.4963,22.6,12016.304
Ireland,2012,9.5889,37.5963,8.1739,4.5631,17.83,7.208,63.725,13.8547,27.2784,89.7613,2.22,2857.6763,93.27,19.9892,6.9,1.93,0.0,5702.51,10.844,4.7177,66.7663,0.8308,65.8006,0.9848,85.76,0.04,0.0,2.0007,10.6561,,5829.0577
Ireland,2013,9.1941,36.331,7.8574,5.2413,18.1463,7.2787,62.876,13.5983,25.3241,94.6483,2.19,2801.153,91.34,23.0414,7.7,33.17,0.0,5692.82,12.0312,5.0759,67.1188,-0.2911,64.9877,1.0683,89.99,0.0142,0.0,2.1526,10.7556,3.3,4778.0833
Ireland,2014,8.8447,36.1403,7.7592,4.7537,18.3751,7.3097,63.0042,13.5268,24.7345,91.3317,1.97,2725.0361,90.29,25.5734,8.8,8.21,0.0,5343.97,11.9062,5.4342,67.6113,1.2759,64.828,1.216,96.22,0.0153,0.0,2.3045,10.8552,3.4,5719.0629
Ireland,2015,8.8116,37.645,8.0062,5.258,18.7819,7.399,64.9944,13.8228,26.0383,95.2986,1.65,2823.995,90.68,28.7078,9.5,0.98,0.0,5748.47,11.4685,5.7924,68.2531,1.5562,64.3054,0.8679,100.61,0.0033,0.0,2.4565,10.9547,4.0,4484.2146
Ireland,2016,8.1102,39.5221,8.2982,4.0762,19.8346,7.6548,68.2393,14.3278,22.9852,74.2719,1.7,2930.4737,92.06,25.5821,8.6,5.9,0.0,5571.78,11.8441,6.1507,69.1352,-0.3463,64.7554,0.925,103.17,0.059,0.0,2.6084,11.0662,4.0,9390.4179
Ireland,2017,8.3843,38.2914,7.932,6.1375,20.0081,7.8373,67.3028,13.9417,18.8119,71.4598,1.51,2852.6565,90.16,29.4297,10.1,3.08,0.0,5343.74,11.7188,6.5089,70.0747,0.2052,65.1619,1.1192,110.85,0.1172,0.0,2.7603,11.1775,4.0,6125.4823
Ireland,2018,8.2986,37.1697,7.5887,5.2248,17.9578,7.469,63.4647,12.9572,13.625,73.3947,1.41,2817.8179,88.55,33.5381,10.8,26.73,0.0,5479.64,12.4677,20.0421,71.0992,0.1656,65.5538,0.8305,110.61,0.1322,0.0,2.9122,11.2356,4.0,8381.4871
Ireland,2019,7.8924,35.4192,7.1174,5.6389,17.876,7.2953,61.4489,12.3479,7.8566,75.4913,1.33,2744.8347,86.87,38.9135,12.3,5.36,0.0,5426.68,11.656,21.6011,72.2377,0.8769,65.6699,0.8833,114.89,0.064,0.0,3.1388,11.2937,4.0,10354.2201
Ireland,2020,8.1706,33.5017,6.6475,6.0061,17.8587,7.1882,59.2585,11.7582,4.9307,74.2532,1.21,2630.3182,85.91,42.6417,13.7,1.74,0.0,5478.76,11.4051,21.6854,73.1564,1.4113,65.4957,0.9396,116.55,0.0308,0.0,3.151,11.3517,4.0,6212.8905
Iceland,2012,6.1102,3.6459,11.368,5.793,0.5657,0.3259,4.8292,15.0576,0.0,,15.11,17633.6483,10.33,99.9862,77.7,0.08,0.0,10621.45,2.5606,0.3995,3.1992,0.3651,18.6753,6.5888,93.72,0.0004,0.0004,0.1729,0.4595,,
Iceland,2013,5.9646,3.7114,11.4633,5.7815,0.5573,0.2977,4.8699,15.0415,0.0,,15.07,18212.7336,10.38,99.9742,76.8,0.0,0.0,10847.04,0.8115,0.3956,3.2296,0.9224,18.6753,5.8433,92.91,0.0004,0.0004,0.1712,0.4665,2.7,
Iceland,2014,5.7871,3.4646,10.5826,5.763,0.5775,0.3078,4.6175,14.1041,0.0,,14.77,17947.0382,10.91,99.9873,77.6,0.0,0.0,10053.47,1.3124,0.3742,3.2657,1.4038,18.6753,5.2672,95.52,0.0004,0.0004,0.162,0.4734,2.3,
Iceland,2015,5.7333,3.6299,10.9726,5.7414,0.6042,0.3082,4.8322,14.607,0.0,,13.47,16910.7212,11.67,99.9874,78.0,0.0,0.0,11046.65,0.3121,0.3798,3.2999,1.4606,18.6733,5.2909,100.06,0.0003,0.0003,0.1644,0.4804,2.3,
Iceland,2016,5.2772,3.1796,9.4789,5.7145,0.6279,0.2973,4.3791,13.0548,0.0,,11.93,15701.473,12.5,99.9936,80.9,0.0,0.0,10152.03,2.6869,0.3533,3.346,1.3284,18.6733,4.5747,104.42,0.0003,0.0003,0.1529,0.4854,2.4,
Iceland,2017,5.84,3.3307,9.6992,5.6764,0.6605,0.303,4.5686,13.304,0.0,,12.12,16234.983,11.73,,80.8,0.0,0.0,10243.6,2.4375,0.3941,3.4254,1.1004,18.6733,3.778,107.98,0.0002,0.0002,0.1706,0.4926,2.5,
Iceland,2018,5.5592,3.3139,9.3952,5.652,0.6639,0.3002,4.5661,12.9454,0.0,,12.68,17346.7503,11.3,,81.4,0.0,0.0,10579.78,1.4371,0.3941,3.4982,2.1277,18.5659,3.9051,108.05,0.0002,0.0002,0.1706,0.4963,2.5,
Iceland,2019,5.4816,3.1747,8.8048,5.6555,0.6335,0.2946,4.4023,12.2095,0.0,,12.25,16700.592,11.2,,81.7,0.0,0.0,10629.63,2.6876,0.3941,3.5759,0.2522,18.5659,4.3615,107.08,0.0001,0.0001,0.1706,0.5027,2.7,
Iceland,2020,5.1055,3.029,8.2655,5.6662,0.582,0.2893,4.1989,11.4579,0.0,,12.92,16083.61,10.34,,82.9,0.0,0.0,10985.05,1.0618,0.3941,3.6345,0.9651,18.5659,4.6472,103.55,0.0001,0.0001,0.1706,0.5093,2.8,
Italy,2012,18.7657,394.8573,6.56,-26.7396,49.4704,15.1315,475.1409,7.8939,18.0802,81.839,2.72,2680.4621,82.2,31.4795,14.4,1041.15,0.0,4276.49,20.6264,29.8846,203.5427,-1.4194,46.426,1.9089,103.35,0.1283,0.0,18.5841,30.8931,,21486.6303
Italy,2013,18.0541,362.0994,6.0038,-41.7061,48.4039,14.98,441.9366,7.3276,16.7329,79.2945,2.67,2576.4562,79.97,39.3087,16.3,787.53,0.0,4222.61,19.8773,29.9441,203.9498,-0.0853,46.0912,2.0578,101.77,0.1161,0.0,18.6211,31.0751,11.2,15522.5461
Italy,2014,16.8937,343.3523,5.6921,-42.5423,46.3145,14.8793,421.6284,6.9898,16.626,78.388,2.52,2433.1515,78.59,43.7427,17.1,694.73,0.0,3718.96,20.1264,29.9338,203.9805,0.5627,44.5086,1.9085,95.58,0.0999,0.0,18.6147,31.257,11.3,19831.9102
Italy,2015,17.76,354.0205,5.8778,-44.5514,45.1749,14.9362,429.8043,7.1361,16.0386,79.588,2.6,2533.0235,79.41,38.994,16.6,997.46,0.09,3994.31,20.6256,29.9234,203.6724,-1.8669,43.7748,1.9915,102.55,0.0567,0.0,18.6083,31.439,11.3,14124.3052
Italy,2016,15.7011,349.4471,5.813,-43.8876,44.1091,14.9386,424.7336,7.0653,13.2531,80.4851,2.54,2511.4635,79.87,37.9133,16.1,800.63,0.0,3958.85,20.1276,29.8426,203.2856,-1.2237,43.3251,1.8492,101.88,0.0271,0.0,18.558,31.621,13.3,24717.6486
Italy,2017,15.966,345.934,5.7654,-25.4849,45.3425,14.7682,422.5309,7.0419,11.8636,81.178,2.54,2557.3254,80.09,35.7423,16.4,999.96,0.01,4161.73,21.1259,29.7618,202.9036,-2.2057,43.3743,1.8934,97.96,0.0405,0.0,18.5078,31.8029,13.3,34091.5157
Italy,2018,16.3354,340.6089,5.6628,-45.7408,44.9259,14.9086,417.4479,6.9403,10.6849,80.9707,2.47,2503.3499,79.02,40.0899,17.1,917.48,0.0,3857.79,20.1259,29.681,203.3987,-1.3137,41.9487,1.8576,99.17,0.0688,0.0,18.4575,31.9849,13.4,38839.6198
Italy,2019,14.8937,332.4877,5.5666,-42.4732,44.2971,14.5728,408.4362,6.8381,7.2322,82.228,2.43,2494.0266,78.87,40.0522,17.3,1003.52,0.04,4016.81,20.6274,29.822,201.9805,-0.2091,44.37,1.8187,98.46,0.0581,0.0051,18.5452,32.167,13.3,59702.1465
Italy,2020,14.6586,295.8747,4.9778,-33.3811,43.2032,14.4185,369.4589,6.2158,5.362,76.8695,2.47,2313.1001,77.58,42.3735,18.7,879.67,0.0,3928.52,20.8754,29.6458,200.9991,-1.3144,42.3323,1.928,99.92,0.0452,0.0098,18.4356,32.3489,14.0,28245.3568
Kazakhstan,2012,27.2032,267.2796,15.4442,34.4737,55.1326,12.544,336.6096,19.4503,74.7934,-119.0755,8.07,4270.2434,98.88,8.1915,1.3,1247.62,0.01,8907.28,16.2568,29.6671,6.4104,-1.899,80.3838,4.2883,80.94,11.1328,0.0,33.2401,1.1752,,3741.5143
Kazakhstan,2013,25.8444,286.1996,16.3016,19.1269,55.185,12.5615,355.5392,20.2511,75.1952,-104.744,8.41,4645.7804,99.19,7.5048,1.2,913.17,0.01,7570.55,17.6247,31.2483,6.5031,-0.3658,80.3771,4.5035,92.81,9.2407,0.0,35.0117,1.192,3.2,2863.6389
Kazakhstan,2014,23.8358,232.2971,13.0385,19.2577,55.5494,12.7466,302.4428,16.9756,70.9306,-146.0428,6.44,3670.9957,99.0,8.7306,1.3,1088.91,0.01,8981.47,15.8749,32.0111,6.5994,-1.2926,80.305,4.3296,94.49,8.7626,0.0,35.8664,1.2087,3.2,595.7158
Kazakhstan,2015,22.559,205.3863,11.3572,20.7102,50.4974,12.85,270.5681,14.9616,69.0864,-163.2414,5.36,3052.9184,98.45,10.3259,1.7,1119.08,0.2,8004.46,16.3757,30.0416,6.6986,-0.3222,80.1051,4.7105,99.14,4.3891,0.0,33.6597,1.2255,3.2,181.1623
Kazakhstan,2016,22.7638,215.7308,11.7477,19.027,52.0509,13.1785,282.9632,15.4089,64.6563,-138.72,6.21,3389.1324,98.45,12.7041,2.1,980.29,0.01,7972.18,15.8743,30.0,6.8021,0.7324,80.0986,4.556,106.36,5.5288,0.0,33.6131,1.2363,3.2,1288.5506
Kazakhstan,2017,21.0166,227.6838,12.207,24.7711,55.9524,13.763,299.6237,16.064,66.8088,-159.1837,6.08,3404.1838,98.92,11.3314,2.0,1118.49,0.12,8170.22,15.6249,31.1373,6.9089,-1.3407,80.088,4.517,111.69,7.4953,0.0,34.8873,1.2472,3.2,975.177
Kazakhstan,2018,20.5939,228.893,12.0898,20.564,58.1477,13.8842,303.2806,16.0189,69.5448,-138.0528,6.65,3814.1387,99.0,10.245,1.9,980.25,0.17,8849.02,15.1234,32.6519,7.0129,-0.7696,80.0223,4.3959,115.34,11.4269,0.0,36.5843,1.258,3.2,1138.8878
Kazakhstan,2019,20.857,216.9354,11.2931,14.2523,58.0861,13.7555,291.283,15.1634,69.0382,-129.4511,6.27,3753.1579,98.59,10.5762,1.9,1049.13,0.14,7956.67,16.3738,32.6158,7.1154,-1.4984,79.2585,4.4663,111.69,9.7302,0.0,36.5439,1.2688,3.2,1281.7256
Kazakhstan,2020,20.0279,224.7304,11.5352,7.9878,58.3836,14.5934,300.4421,15.4214,67.2838,-140.2484,5.83,3388.3879,98.43,10.9315,1.8,1078.53,0.01,7925.19,17.1244,34.0985,7.2164,-2.0546,79.3233,5.3913,118.33,6.856,0.0,38.2051,1.2797,11.7,1853.2677
Lithuania,2012,12.3731,14.4883,4.847,-10.3186,4.605,4.5222,23.936,8.0077,0.0,80.0964,3.78,2468.1646,73.35,33.6506,23.9,141.81,0.0,7751.89,9.5308,3.8702,47.6934,1.1057,45.3489,4.0001,91.86,0.0762,0.0,3.4722,34.7321,,17602.9006
Lithuania,2013,12.4132,13.3614,4.5121,-9.7114,4.4703,4.2008,22.4148,7.5694,0.0,78.012,3.44,2352.9134,70.61,43.5531,26.3,175.74,0.0,7314.92,10.0935,3.2242,47.2477,-0.2197,46.1332,3.5344,87.76,0.0552,0.0,2.8926,34.7858,16.4,13922.7766
Lithuania,2014,12.7577,13.2087,4.497,-8.9204,4.3928,4.4583,22.4954,7.6587,0.0455,76.5302,3.33,2376.2754,68.35,50.0341,27.7,248.15,0.0,7092.33,11.4064,2.5782,46.8835,-0.7296,47.1253,3.4402,95.06,0.0453,0.0,2.3131,34.854,16.4,15972.1884
