Economy,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),Electricity production from coal sources (% of total),"Energy imports, net (% of energy use)",Energy intensity level of primary energy (MJ/$2017 PPP GDP),Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Cooling Degree Days,Heat Index 35,Heating Degree Days,Land Surface Temperature,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Population density (people per sq. km of land area),Standardised Precipitation-Evapotranspiration Index,Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)",Food production index (2014-2016 = 100),"Adjusted savings, natural resources depletion (% of GNI)","Adjusted savings, net forest depletion (% of GNI)","Annual freshwater withdrawals, total (% of internal resources)",Forest area (% of land area),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss
Poland,2019,18.7702,312.0829,8.2202,-20.0657,52.2288,25.426,394.6734,10.3956,73.4511,45.8817,3.48,2761.0712,86.23,15.9761,15.6,399.44,0.0,5663.28,15.4373,31.0972,124.0256,-1.7845,47.4437,2.3703,101.5,0.1801,0.0,16.7612,30.9399,38.1,76721.0742
Poland,2020,17.9583,296.8821,7.9135,-20.7838,50.4483,25.4258,377.5105,10.0627,69.2031,43.0433,3.44,2711.7678,85.4,18.3995,16.1,251.85,0.0,5722.89,14.4378,30.0,122.5484,-0.9661,48.1266,2.5684,111.87,0.1118,0.0,16.1698,30.977,38.0,74958.8552
Portugal,2012,10.1152,49.9283,4.7484,-2.1656,9.3848,3.1316,64.4887,6.1331,28.0753,85.1213,2.83,2039.17,75.81,43.7843,25.5,789.35,0.0,3032.78,23.1861,17.7063,114.8034,-1.0894,40.0088,1.92,91.81,0.0812,0.0,23.1906,35.7681,,58236.2421
Portugal,2013,9.7683,48.2934,4.6182,-1.0738,8.9663,3.1283,62.6107,5.9873,22.9094,78.7824,2.86,2055.5882,73.44,59.2374,30.2,910.04,0.0,3014.17,22.8121,17.5723,114.1561,0.3338,40.4027,2.0419,94.28,0.0568,0.0,23.0151,35.8932,7.4,51884.6705
Portugal,2014,9.5058,47.8225,4.5978,-5.8154,9.0627,3.1433,62.3708,5.9966,22.6355,77.439,2.8,2035.4114,72.78,61.369,30.5,650.57,0.0,2618.4,22.5619,17.4383,113.5418,0.4055,39.9962,1.9766,93.66,0.0517,0.0,22.8395,36.024,7.4,60259.2077
Portugal,2015,9.6425,51.8764,5.0083,-4.591,9.1089,3.2304,66.6997,6.4394,28.0942,84.2773,2.85,2121.0873,75.8,48.6663,27.2,842.08,0.0,2578.46,23.8119,17.3042,113.0725,-1.8741,39.7222,1.9754,107.54,0.0204,0.0,22.664,36.155,7.5,46096.3745
Portugal,2016,8.8377,50.68,4.9083,-0.0726,9.2866,3.2416,65.8144,6.374,20.9352,80.5911,2.77,2111.0971,75.29,55.5233,29.0,979.32,0.0,2807.54,22.8128,17.1702,112.7164,0.2074,39.5066,1.9224,98.8,0.0148,0.0,22.4884,36.155,9.1,94645.801
Portugal,2017,9.2552,55.3036,5.3691,19.1202,9.7612,3.325,71.1543,6.908,24.6774,87.1741,2.8,2210.0671,78.96,40.901,24.4,999.36,0.0,2478.12,24.8121,12.3799,112.4418,-2.2061,40.1001,1.9637,110.26,0.046,0.0,16.2144,36.155,16.5,173894.2617
Portugal,2018,9.026,51.2707,4.9856,-4.1861,9.9345,3.2465,67.3133,6.5456,20.1321,85.339,2.63,2140.9756,75.45,51.3733,27.5,844.51,0.0,2944.21,22.9066,12.3157,112.2619,0.4775,40.7919,1.9182,102.07,0.0858,0.0,16.1303,36.155,16.9,97437.2361
Portugal,2019,7.9826,46.6776,4.5379,-5.1748,10.1444,3.2912,63.0958,6.134,10.4075,84.3565,2.53,2115.1857,73.11,54.2392,28.2,745.94,0.0,2652.85,23.4365,12.3157,112.2886,-1.572,43.1253,1.9999,111.93,0.0935,0.0,16.1303,36.155,16.9,36885.6574
Portugal,2020,8.4524,40.9263,3.9746,-5.4123,10.3484,3.2402,57.4529,5.5795,4.4519,71.5092,2.56,1957.3055,70.41,59.6287,31.3,932.06,0.0,2509.92,23.1869,12.3157,112.4067,-0.8452,43.1661,2.1409,108.16,0.1774,0.097,16.1303,36.155,17.1,62043.5131
Romania,2012,19.425,87.6268,4.3687,-40.2504,21.6938,9.7607,120.7153,6.0183,38.8043,22.4979,3.29,1736.5762,76.36,25.7383,21.5,880.57,0.01,6040.71,17.9377,6.0687,87.2013,-1.3593,59.7035,4.5408,79.61,1.4229,0.0,15.295,28.9948,,30649.2818
Romania,2013,17.8711,79.5196,3.9792,-40.3552,21.614,9.8902,112.5432,5.6318,28.7907,18.2976,3.0,1590.1938,73.42,34.8117,23.1,562.52,0.0,5721.69,17.5633,6.0088,86.8743,-0.2336,60.4486,5.5097,98.45,1.212,0.0,15.1439,29.3291,18.1,12945.9339
Romania,2014,17.9898,78.9791,3.967,-51.2673,22.2471,10.1215,113.1285,5.6823,27.1149,16.7185,2.85,1579.4066,72.58,42.0262,24.3,461.12,0.0,5503.51,18.6877,5.8815,86.5307,0.8922,60.1095,4.9483,103.07,0.9373,0.0,14.823,29.6582,22.5,19481.5006
Romania,2015,17.4955,80.2914,4.0519,-50.365,22.3429,9.9008,114.2412,5.7652,27.4828,16.7628,2.78,1598.6918,73.17,40.0863,23.7,722.2,0.0,5524.63,18.4384,6.0528,86.1249,-1.0996,60.2312,4.4259,96.09,0.6032,0.0,15.2548,29.9937,22.6,10906.4571
Romania,2016,16.5983,78.6946,3.9942,-52.6266,22.9432,10.6021,114.1701,5.7948,24.5473,21.986,2.7,1604.6234,72.22,42.2055,24.4,600.79,0.0,5802.88,17.063,5.9676,85.6322,0.3596,58.7665,4.2922,100.84,0.3622,0.0,15.0401,30.1158,22.6,23045.4089
Romania,2017,17.0446,81.7856,4.1751,-50.6029,22.8295,10.9333,117.6758,6.0073,26.2178,23.4945,2.62,1693.3736,73.22,38.324,23.4,626.07,0.0,5805.1,17.9373,6.3412,85.1387,-0.7701,58.145,4.4388,115.92,0.4773,0.0,15.9816,30.1158,24.3,19187.2911
Romania,2018,17.172,82.9897,4.2616,-48.2759,23.1007,10.7925,119.0459,6.1131,24.2786,24.3584,2.49,1717.1175,73.22,41.044,23.0,595.52,0.0,5499.15,18.0622,6.0069,84.64,-0.7586,58.3015,4.495,118.69,0.6434,0.0,15.1392,30.1158,24.3,18974.3875
Romania,2019,15.0073,81.1525,4.1892,-48.2945,23.2664,10.6229,117.1994,6.05,23.0267,30.3564,2.37,1705.2578,72.04,42.0319,23.5,638.44,0.0,5199.85,18.812,6.5471,84.1953,-1.6032,60.0921,4.2992,112.46,0.4754,0.0,16.5007,30.1158,24.4,12266.1279
Romania,2020,14.8502,75.704,3.9296,-50.4859,22.1892,10.7078,110.7665,5.7495,16.9503,28.1875,2.39,1669.6382,70.47,44.5646,24.1,596.74,0.0,5355.5,18.1848,6.9244,83.7328,-0.8845,56.7151,4.0648,86.87,0.2303,0.0,17.4516,30.1158,24.4,27445.4512
Russian Federation,2012,13.8991,1819.7501,12.6919,-695.0188,392.242,62.4192,2304.1594,16.0705,15.7767,-80.1644,8.15,5056.0832,90.71,15.7505,3.2,182.68,0.0,14495.65,-3.7517,4.0701,8.7549,-0.6687,13.1584,2.926,84.76,7.8216,0.0,1.4842,49.7686,,5391243.47
Russian Federation,2013,14.0574,1764.1938,12.2679,-643.6686,395.4884,62.5722,2254.9603,15.6806,15.2844,-86.6691,7.78,4896.9503,90.48,17.4045,3.6,134.68,0.0,14269.79,-4.2581,3.8793,8.781,0.926,13.1584,2.9936,92.51,7.1094,0.0,1.4147,49.7661,8.8,4965536.915
Russian Federation,2014,14.2482,1750.144,12.1338,-692.3099,397.8411,63.6833,2242.6721,15.5485,14.8748,-83.4914,7.74,4894.4255,90.22,16.8125,3.3,143.57,0.0,14394.01,-3.7535,4.5032,8.8074,-0.6398,13.1584,3.3606,97.51,7.0931,0.0,1.6422,49.7636,7.6,4489888.745
Russian Federation,2015,12.9393,1757.0574,12.1477,-620.7592,405.5862,66.2777,2257.6371,15.6086,14.8518,-89.8621,7.74,4785.1957,89.52,16.086,3.2,143.07,0.0,13865.86,-2.7531,3.9709,8.832,0.2076,13.1584,3.8731,100.04,5.1936,0.0,1.4481,49.7611,7.6,2332110.881
Russian Federation,2016,12.4785,1734.5602,11.9612,-651.7,414.3934,67.9518,2246.9399,15.4945,15.7147,-90.2786,7.96,4917.5408,89.55,17.2677,3.4,170.16,0.0,14080.49,-2.3747,4.1203,8.8549,-1.6251,13.1584,3.8402,102.44,4.3595,0.0,1.5026,49.7727,7.6,5051685.621
Russian Federation,2017,11.7391,1763.1528,12.1351,-641.3113,428.1289,67.5483,2298.1917,15.8176,15.9697,-91.767,7.96,4999.0799,89.5,17.2774,3.2,139.44,0.0,13843.25,-3.2546,4.0962,8.8719,1.2558,13.1584,3.5536,107.43,5.1817,0.0,1.4937,49.7843,7.6,5288940.621
Russian Federation,2018,12.3154,1841.4417,12.6648,-626.6223,444.2469,69.6675,2401.4942,16.5167,15.9548,-91.9855,8.23,5259.9084,89.83,17.5129,3.2,151.24,0.0,14223.7,-3.7549,4.1222,8.8783,-1.1828,13.1584,3.3943,104.69,8.0099,0.0,1.5032,49.7843,7.6,5560431.581
Russian Federation,2019,11.6778,1909.8166,13.1301,-592.0282,460.7889,71.7361,2482.834,17.0696,16.7865,-99.0517,8.06,5065.1482,89.09,17.7904,3.2,132.92,0.0,13807.41,-3.2549,4.1222,8.8816,-0.414,13.1584,3.5303,110.0,6.8909,0.0,1.5032,49.7843,7.6,3686557.282
Russian Federation,2020,11.2728,1828.7967,12.5911,-593.7302,451.471,73.5133,2395.6156,16.4936,16.1549,-90.0514,8.16,5044.8537,88.45,20.0766,3.7,159.75,0.0,13057.42,-1.2473,4.1222,8.8689,-1.2977,13.1584,4.0064,112.01,3.8854,0.0,1.5032,49.7843,8.6,5442086.246
Serbia,2012,30.3846,,,-14.7918,,,,,71.5617,28.0212,5.69,2024.4814,87.13,26.9799,19.5,1025.33,0.0,5356.57,19.0612,4.9622,82.3405,-1.6275,39.5907,6.0436,82.85,1.2797,0.0,52.373,31.0498,,3478.0647
Serbia,2013,28.4561,,,-15.7356,,,,,71.9462,24.1708,5.66,2082.3515,88.53,27.3028,20.0,669.51,0.0,4963.0,18.8131,5.3071,81.9409,-0.2071,39.9177,6.2997,99.44,1.0514,0.0,56.0128,31.0647,7.4,2798.2718
Serbia,2014,28.0367,,,-17.8481,,,,,65.0822,28.1613,5.12,1861.9585,83.88,34.224,23.2,461.47,0.0,4621.39,18.5943,4.4348,81.5434,1.4421,40.0915,6.1174,98.02,0.956,0.0,46.8062,31.0796,6.7,4387.9095
Serbia,2015,27.8633,,,-17.8481,,,,,71.1029,27.838,5.59,2080.7959,87.45,28.2772,21.2,874.62,0.0,5052.33,19.0642,5.2846,81.1272,-1.0867,39.8011,5.606,94.39,0.5085,0.0,55.7749,31.0946,6.7,2815.5532
Serbia,2016,25.5339,,,-17.8481,,,,,69.4372,30.0597,5.6,2166.1367,87.99,29.4911,20.9,613.42,0.0,5109.21,17.5635,5.3049,80.7034,0.7872,39.5152,5.7066,107.59,0.3883,0.0,55.9891,31.102,6.6,4676.166
Serbia,2017,26.2823,,,-17.8481,,,,,71.6804,34.1368,5.61,2225.1492,87.48,26.7277,20.0,823.75,0.0,5254.14,19.1874,6.06,80.2751,-1.39,39.0922,5.0578,90.75,0.4958,0.0,63.9586,31.1212,6.6,3570.5859
Serbia,2018,27.1283,,,-17.8481,,,,,67.1049,35.0535,5.28,2200.6059,86.78,31.1912,21.0,672.15,0.0,4768.49,18.9393,6.2634,79.8377,-0.9984,39.6067,5.2047,107.67,0.5846,0.0,66.1056,31.1228,6.6,3966.3811
Serbia,2019,22.6363,,,-17.8481,,,,,68.2394,35.9524,5.03,2201.9161,86.62,29.9533,21.4,731.85,0.0,4641.91,19.5627,6.3316,79.4104,-0.8241,39.5609,4.7647,107.81,0.4743,0.0,66.8253,31.1253,7.6,3962.2119
Serbia,2020,22.5075,,,-17.8481,,,,,69.8019,30.0665,5.25,2291.8263,84.51,28.8541,26.0,586.21,0.0,4929.64,18.6868,5.9901,82.0445,-0.9206,41.408,5.0537,110.92,0.2661,0.0,63.2211,32.3778,7.6,4987.0534
Slovak Republic,2012,20.3422,36.0976,6.6754,-6.7614,6.4778,2.7709,45.7986,8.4693,13.6268,58.208,4.72,3219.6266,63.96,20.2693,10.5,452.66,0.0,6548.12,14.0633,2.8627,112.4517,-1.4731,40.0807,1.7946,85.42,0.0309,0.0,5.2802,39.9153,,9169.7347
Slovak Republic,2013,19.5809,36.3709,6.7187,-7.4793,6.4024,2.9401,46.1916,8.5328,12.2295,57.6668,4.78,3259.562,63.81,23.1375,10.7,351.76,0.0,6483.63,14.3146,2.7427,112.5726,-0.1601,39.3736,2.0743,93.53,0.0187,0.0,5.0587,39.9313,35.9,5076.2636
Slovak Republic,2014,19.2661,33.9838,6.2716,-5.2941,6.055,2.9329,43.4423,8.0172,12.2477,59.8698,4.38,3012.1305,62.49,23.6561,12.2,241.15,0.0,5632.37,15.1885,2.4066,112.7007,0.4077,39.297,2.6149,104.72,0.0147,0.0,4.4389,39.9539,36.8,17366.174
Slovak Republic,2015,19.1867,34.5116,6.363,-5.8245,6.1824,3.1076,44.3451,8.176,12.3852,57.4481,4.28,3130.3832,61.41,23.4584,13.4,499.93,0.0,6112.53,15.0626,2.4682,112.8031,-1.6287,39.2787,2.046,89.58,0.013,0.0,4.5524,39.9682,36.8,5282.6377
Slovak Republic,2016,17.8788,35.4469,6.527,-5.8903,6.2739,3.1196,45.2984,8.341,12.0751,57.5753,4.22,3158.75,61.74,25.4064,13.1,292.11,0.0,6340.75,14.8113,2.3894,112.9534,0.3411,39.2263,2.0626,105.7,0.0121,0.0,4.4071,40.0035,37.3,16941.7193
Slovak Republic,2017,18.1847,37.7189,6.9346,-5.7897,6.3087,2.9931,47.5387,8.74,12.7623,61.9091,4.33,3315.7984,62.99,24.6269,12.4,385.85,0.0,6536.83,13.5639,2.3937,113.1288,-0.7305,39.0807,1.8481,91.88,0.0132,0.0,4.4151,40.0562,37.3,14212.0331
Slovak Republic,2018,18.6788,37.2103,6.8316,-4.8157,6.1511,3.2051,47.0644,8.6408,13.2883,60.878,4.14,3268.6517,63.57,22.5983,12.4,440.98,0.0,5824.26,15.0619,2.3946,113.2856,-1.5295,39.2887,2.0093,97.89,0.012,0.0,4.4167,40.0562,37.6,17697.5833
Slovak Republic,2019,15.8371,34.7803,6.3769,-5.5853,6.1505,3.0995,44.5443,8.1671,9.5133,69.5695,3.98,3127.3868,61.64,24.1225,17.6,433.5,0.0,5825.1,15.0627,2.4036,113.439,-0.9747,39.2055,1.617,97.92,0.0095,0.0,4.4333,40.0562,37.6,10331.9582
Slovak Republic,2020,15.3916,32.6172,5.9751,-7.7601,6.2533,3.1722,42.5163,7.7885,7.6462,55.9506,3.99,3031.3695,61.16,24.7555,17.6,281.77,0.0,6023.12,14.3127,2.3881,113.5363,-0.092,39.1639,1.7292,102.6,0.0078,0.0,4.4048,40.0562,37.6,11947.8506
Slovenia,2012,18.343,15.5193,7.544,-7.0586,3.7087,0.6991,20.3716,9.9028,32.6937,51.4861,4.38,3430.6162,64.96,28.701,20.2,506.33,0.0,5640.46,14.6891,6.2745,102.114,-1.0832,30.3683,1.826,94.57,0.1681,0.146,4.9705,61.9189,,904.1402
Slovenia,2013,18.1632,15.5139,7.5312,-5.3551,3.5808,0.6965,20.2291,9.8202,30.2801,47.2981,4.31,3335.3735,63.67,33.5634,22.5,454.27,0.0,5729.44,15.1863,7.8134,102.2817,0.502,30.2984,1.8308,91.08,0.1573,0.1461,6.1896,61.9464,55.3,636.3857
Slovenia,2014,17.797,14.1302,6.8527,0.6635,3.2786,0.7058,18.599,9.02,21.5576,44.8272,4.08,3236.4049,59.66,39.4852,22.9,231.36,0.0,4840.65,15.8129,6.6281,102.3823,1.9111,30.5283,1.8214,97.67,0.2303,0.2234,5.2507,61.9563,54.1,5385.6391
Slovenia,2015,17.7209,14.2991,6.9294,0.7648,3.381,0.7013,18.8395,9.1297,29.0397,49.1357,3.94,3191.9217,60.69,30.7115,21.4,531.23,0.0,5390.71,15.6858,6.0649,102.4461,-0.4276,30.6063,1.9736,101.74,0.241,0.2354,4.8045,61.9582,54.1,1023.41
Slovenia,2016,16.4518,15.0252,7.276,0.914,3.336,0.7095,19.5746,9.479,30.3636,49.2481,3.94,3292.0507,62.32,32.3426,21.0,356.98,0.0,5492.52,14.6864,5.9993,102.5242,0.859,30.6563,1.8513,100.59,0.2352,0.2286,4.7525,61.8593,54.1,5389.2435
Slovenia,2017,16.5027,15.3482,7.4275,0.908,3.3859,0.703,19.9311,9.6454,29.548,51.2118,3.86,3383.3924,61.32,28.9136,19.7,511.04,0.0,5597.34,15.0642,6.2975,102.6109,-0.6712,30.5411,1.693,97.55,0.2335,0.2251,4.9888,61.77,54.0,4888.3433
Slovenia,2018,18.1802,15.3433,7.3983,1.0064,3.298,0.6794,19.7888,9.5419,28.3107,52.3346,3.66,3332.5312,61.91,33.2074,20.6,441.13,0.0,5142.13,15.5617,6.4976,102.9923,-0.7147,30.3927,1.9913,102.6,0.2272,0.2172,5.1473,61.6744,54.0,8215.1941
Slovenia,2019,13.9082,14.7136,7.0454,-3.3838,3.3097,0.6751,19.137,9.1635,27.8402,52.9903,3.48,3258.5933,60.99,32.5658,20.9,504.73,0.0,5140.88,15.437,6.3827,103.7119,0.51,30.4066,1.7704,99.91,0.2056,0.1994,5.0562,61.5731,54.0,3444.4409
Slovenia,2020,14.2912,13.4213,6.3837,-3.1806,3.3113,0.6688,17.8252,8.4784,25.381,45.8279,3.44,3066.6382,58.34,34.1666,22.7,335.01,0.0,5294.6,15.4359,6.7816,104.4089,0.2688,30.3177,1.8973,104.99,0.1844,0.1796,5.3723,61.4723,40.0,3874.4094
Sweden,2012,6.6091,45.7267,4.8035,-52.6678,9.0882,5.0875,60.8216,6.3892,0.8357,31.4649,4.52,5296.9668,31.34,59.0985,48.3,5.73,0.0,10034.2,1.9379,3.699,23.3696,1.8743,7.4422,1.2526,93.07,0.1439,0.0,1.4991,68.8266,,234882.5392
Sweden,2013,6.5622,43.9662,4.5796,-50.8623,8.8145,5.0637,58.7768,6.1223,0.9434,33.9936,4.41,5180.6192,30.28,54.074,47.3,15.82,0.0,9463.5,4.0624,3.6084,23.5685,-0.6138,7.4534,1.2306,93.19,0.0949,0.0,1.4623,68.7809,12.6,197658.2741
Sweden,2014,6.7723,42.7765,4.4117,-49.3791,8.5061,5.1092,57.3444,5.9142,0.7146,34.0919,4.19,4999.5944,29.93,55.8687,48.6,90.25,0.0,8902.96,5.0628,3.5177,23.8035,-0.5498,7.4534,1.2516,99.58,0.0734,0.0,1.4256,68.7353,13.0,242522.7857
Sweden,2015,6.3026,42.8983,4.3777,-47.8571,8.3343,5.1649,57.39,5.8566,0.7779,32.8707,3.7,4575.3269,26.06,63.3043,51.9,13.2,0.0,8993.95,4.187,3.4271,24.0583,1.3113,7.435,1.3029,102.36,0.0702,0.0,1.3889,68.6945,13.1,216031.2038
Sweden,2016,5.6978,42.6299,4.296,-46.6698,8.3292,5.2022,57.1953,5.7639,0.6737,35.3521,3.9,4860.4928,27.07,57.2051,50.9,19.71,0.0,9369.18,3.6876,3.4583,24.3624,0.266,7.4167,1.2744,98.06,0.0813,0.0,1.4015,68.6945,12.9,310348.1356
Sweden,2017,6.0618,41.8796,4.1639,-40.2643,8.4011,5.1653,56.4302,5.6106,0.7482,28.6861,3.91,4928.6065,26.17,57.8893,51.8,2.73,0.0,9525.37,2.6874,3.4895,24.6929,1.0976,7.3933,1.3153,100.86,0.1357,0.0,1.4142,68.6945,15.0,331217.2905
Sweden,2018,6.2909,39.4283,3.8749,-37.0597,8.3528,4.9777,53.6759,5.2752,0.8605,30.7355,3.91,4968.0451,27.9,55.8097,51.6,138.6,0.0,9351.74,3.8127,3.5206,24.9815,-1.5657,7.3663,1.2792,84.05,0.1655,0.0,1.4268,68.6945,15.0,290151.3477
Sweden,2019,6.0687,39.1398,3.8078,-39.8425,8.2573,5.0861,53.3572,5.191,0.7023,32.0065,3.73,4783.8415,26.13,58.7483,52.9,51.15,0.0,9415.19,3.0621,3.5518,25.2379,0.7128,7.3782,1.2909,100.64,0.1191,0.0,1.4394,68.6997,14.6,332890.8043
Sweden,2020,5.6367,37.794,3.6504,-42.845,8.277,5.1492,52.0428,5.0266,0.4022,34.4256,3.44,4287.0074,25.17,68.4807,57.8,50.81,0.0,8523.84,4.9375,3.583,25.4209,0.3577,7.3807,1.1997,101.05,0.1173,0.0,1.452,68.6997,14.7,339968.3399
Turkiye,2012,23.244,344.1259,4.5776,-73.593,87.2379,26.0014,458.6279,6.1007,28.3984,76.5045,2.9,1567.3161,89.43,27.2382,13.0,1016.89,0.17,5327.58,20.875,37.5176,97.6779,1.3282,49.9032,7.6949,95.46,0.2675,0.0,22.2511,27.6782,,28467.0903
Turkiye,2013,23.5024,333.8405,4.3841,-76.7129,92.6941,27.5934,455.3842,5.9803,26.5605,76.7082,2.61,1510.7912,88.06,28.8354,13.8,839.96,0.01,5171.75,21.8754,38.0599,98.9406,-1.5048,49.924,6.6761,97.81,0.2143,0.0,22.5727,27.8204,2.2,22542.8951
Turkiye,2014,23.4875,355.3532,4.6041,-77.0064,97.47,27.5502,481.8576,6.2431,30.2675,78.7335,2.57,1543.091,89.38,20.8889,11.5,964.41,0.07,4685.79,22.6254,38.6021,100.2844,0.1704,50.0942,6.5572,95.78,0.1718,0.0,22.8943,27.9626,0.2,22005.4415
Turkiye,2015,24.5604,367.8041,4.7023,-72.9447,99.8013,27.765,496.6492,6.3495,29.0951,80.4443,2.62,1646.8363,87.4,31.9582,13.3,996.6,0.07,5084.29,21.1251,39.8945,101.6313,0.8169,50.0903,6.8684,101.77,0.0978,0.0,23.6608,28.1048,0.2,27734.9797
Turkiye,2016,23.8338,391.2284,4.9349,-73.3134,102.5174,30.5261,525.6744,6.6308,33.6262,77.2878,2.7,1724.5436,86.83,32.8881,13.2,1045.68,0.17,5051.04,21.8751,44.2769,103.0079,-0.0118,49.8006,6.1423,102.45,0.0818,0.0,26.2599,28.1048,0.2,25633.0477
Turkiye,2017,22.1031,433.1781,5.3936,-75.1607,106.2949,30.5682,571.3984,7.1147,32.7896,79.1725,2.69,1828.0299,87.63,29.3459,11.4,1061.15,0.11,5205.34,21.3761,43.6671,104.3523,-1.4971,49.3276,6.0386,108.58,0.0911,0.0,25.8982,28.2635,0.2,33901.0013
Turkiye,2018,22.8252,428.9126,5.2687,-69.8863,116.5807,30.6806,577.0447,7.0884,37.1547,75.8316,2.57,1771.3374,85.85,32.077,11.8,1029.92,0.04,4289.96,22.3743,45.3789,105.7745,0.9593,49.1171,5.7916,109.28,0.1575,0.0,26.9135,28.4661,0.2,35668.3308
Turkiye,2019,23.6946,413.6372,5.009,-62.9118,119.4578,32.267,566.7464,6.863,37.1488,72.1974,2.59,1774.1963,83.16,43.5226,14.1,988.02,0.08,4714.0,22.1244,46.2821,107.2976,-0.3354,49.0054,6.4018,114.28,0.1706,0.0,27.4492,28.6688,0.2,39117.9343
Turkiye,2020,21.612,422.7945,5.0704,-57.2464,123.806,34.8463,583.3643,6.9961,34.4998,71.333,2.55,1762.0106,82.6,41.8477,13.7,1108.35,0.12,4733.72,22.6248,47.1631,108.3439,-1.4887,49.0651,6.6699,120.22,0.1558,0.0,27.9717,28.8715,0.2,45348.4636
Ukraine,2012,18.6767,324.8218,7.0292,4.8059,79.2474,22.3647,426.5546,9.2308,40.4358,31.4265,8.99,2651.0756,79.34,5.9077,2.9,815.63,0.0,6627.03,15.3733,16.6811,79.766,-0.548,71.2853,7.7613,88.08,1.2527,0.0,23.3657,16.5567,,55521.1607
Ukraine,2013,18.8834,315.1852,6.833,18.811,81.5187,21.1348,418.0049,9.0621,41.6783,27.0327,8.52,2517.9429,78.33,8.1217,3.5,576.45,0.0,6168.17,16.1874,15.4013,79.6223,0.0143,71.6806,8.6923,101.11,1.2354,0.0,21.573,16.5943,3.9,37711.923
Ukraine,2014,18.4263,269.2522,5.8568,19.8527,76.05,20.5676,366.0858,7.9632,38.5569,25.9617,8.3,2298.641,75.39,6.4165,3.5,593.46,0.0,6308.14,16.6873,14.1215,79.3599,-0.9331,71.6584,10.1546,101.11,1.1153,0.0,19.7804,16.6328,3.9,47187.2105
Ukraine,2015,17.792,226.0362,4.9369,19.5336,65.5388,18.8554,310.6145,6.7842,34.2506,32.3133,8.08,2027.673,71.85,5.7389,4.2,666.85,0.0,5942.97,17.6858,11.8023,79.0362,-1.6723,71.6532,12.0594,96.82,0.6287,0.0,16.5318,16.6704,3.9,48913.8074
Ukraine,2016,16.2427,227.1896,4.9804,24.2124,68.5986,21.8641,317.8601,6.968,37.195,30.2136,7.79,2007.9779,72.56,7.0375,5.5,663.42,0.0,6371.45,15.9371,12.0821,78.7461,0.553,71.6653,11.7257,102.07,0.5802,0.0,16.9238,16.6825,3.9,106760.5629
Ukraine,2017,15.6585,205.5392,4.5237,14.7691,63.1242,22.8739,291.9491,6.4255,31.575,37.0788,7.42,1967.8354,70.41,8.8082,6.5,647.82,0.0,6153.62,16.9369,13.8702,78.4327,-0.8867,71.6192,10.1777,100.01,0.654,0.0,19.4283,16.6943,3.9,85860.909
Ukraine,2018,17.1041,218.3518,4.8298,27.1898,64.3655,21.7123,305.1995,6.7509,30.6639,34.5707,7.5,2068.7561,71.71,9.5966,6.9,742.2,0.0,6265.41,16.9364,13.8702,78.0271,-1.0396,71.3307,10.1395,107.23,0.9146,0.0,19.4283,16.7035,3.9,74423.7679
Ukraine,2019,15.5795,207.8431,4.6231,25.1235,65.1046,22.9517,296.8554,6.603,29.4536,36.7817,6.95,1987.6247,70.43,9.2002,7.4,665.63,0.0,5676.08,17.5619,13.7289,77.5931,-1.8817,71.2996,8.9652,109.33,0.5338,0.0,19.2305,16.7138,3.9,45143.7758
Ukraine,2020,14.9001,198.6575,4.4462,-2.1088,66.2691,21.6049,287.5521,6.4358,26.9879,34.0531,6.98,1932.9218,70.44,12.7833,8.7,655.12,0.0,5625.81,17.4368,12.2558,77.1143,-1.7764,71.2996,9.3102,99.24,0.2884,0.0,17.167,16.7242,4.2,79461.1776
