Economy,Year,Access to clean fuels and technologies for cooking  (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population)
France,2018,100.0,99.2426,89.404,1.87,82.6756,9.6248,102.4644,71.871,13.082,9.018,88.354,6.16,4.2,36.26,2.5,32.4,0.0,0.1,
France,2019,100.0,99.3757,89.5035,1.86,82.8268,9.6963,102.4476,71.665,12.618,8.415,87.907,6.1,4.2,35.76,2.5,31.2,0.1,0.4,13.8
France,2020,100.0,99.5098,89.6024,1.83,82.1756,9.1718,102.6516,71.091,12.701,8.009,87.5955,6.0,4.2,35.26,2.5,30.7,0.1,0.4,
Germany,2012,100.0,99.8877,96.4623,1.41,80.539,10.7169,104.1405,77.15,7.231,5.372,88.3938,8.22,4.0,54.76,2.5,31.1,0.0,0.2,
Germany,2013,100.0,99.8907,96.491,1.42,80.4902,10.7177,103.6387,77.605,6.41,5.316,88.8422,8.17,4.0,54.69,2.5,31.5,0.0,0.2,
Germany,2014,100.0,99.8938,96.5196,1.47,81.0902,10.8451,102.6218,77.752,6.365,4.979,89.0874,8.14,4.0,54.6,2.5,30.8,0.0,0.5,
Germany,2015,100.0,99.8968,96.5483,1.5,80.6415,10.6988,102.7025,77.575,6.239,4.612,89.291,8.09,3.9,54.51,2.5,31.7,0.0,0.2,
Germany,2016,100.0,99.8998,96.578,1.6,80.9902,10.6137,101.4061,77.781,6.701,4.104,89.4732,8.06,3.9,54.43,2.5,31.4,0.0,0.2,
Germany,2017,100.0,99.9029,96.6086,1.57,80.9927,10.7218,101.7387,78.178,6.266,3.781,89.7129,8.01,3.8,54.34,2.5,31.3,0.2,0.5,
Germany,2018,100.0,99.9061,96.6401,1.57,80.8927,10.929,102.6454,78.511,6.011,3.384,90.0808,7.98,3.8,54.24,2.5,31.9,0.0,0.5,
Germany,2019,100.0,99.9093,96.6726,1.54,81.2927,11.0342,102.5475,79.208,5.607,3.163,90.4245,7.91,3.7,54.13,2.5,31.8,0.2,0.5,16.1
Germany,2020,100.0,99.9126,96.706,1.53,81.0415,10.7882,101.9967,78.535,7.295,3.881,91.1248,7.8,3.7,54.02,2.5,32.4,0.2,0.5,16.0
Greece,2012,100.0,98.9829,85.3685,1.34,80.6341,,99.5018,66.846,21.135,24.731,63.3564,4.48,4.0,59.44,2.5,36.3,2.1,9.0,23.1
Greece,2013,100.0,98.801,85.9816,1.29,81.2854,,98.7325,66.842,21.244,27.686,63.011,4.26,4.1,59.64,2.5,36.1,1.5,10.3,22.1
Greece,2014,100.0,98.6186,86.5922,1.3,81.3854,,97.9593,66.725,19.869,26.708,64.0329,4.25,4.2,59.84,2.5,35.8,2.0,9.5,21.4
Greece,2015,100.0,98.4359,87.2005,1.33,81.0366,7.1014,99.8291,66.982,17.896,24.981,65.0437,4.25,4.3,60.04,2.5,36.0,2.0,9.2,21.2
Greece,2016,100.0,98.2515,87.8065,1.38,81.3878,,99.3707,67.179,16.239,23.514,65.9096,4.21,4.3,60.24,2.5,35.0,1.4,8.0,20.2
Greece,2017,100.0,98.0558,88.4421,1.35,81.2878,7.1448,98.8267,67.181,15.885,21.413,65.9303,4.23,4.3,60.44,2.5,34.4,1.1,6.9,18.5
Greece,2018,100.0,97.8602,89.0849,1.35,81.7878,7.3631,97.8011,67.027,14.688,19.179,66.5163,4.24,4.2,60.63,2.5,32.9,0.2,5.1,17.9
Greece,2019,100.0,97.6645,89.7249,1.34,81.639,7.4594,97.6438,67.176,12.977,17.045,68.1028,4.24,4.1,60.82,2.5,33.1,1.0,4.8,17.7
Greece,2020,100.0,97.4688,90.3625,1.39,81.2878,,97.2832,66.197,13.53,15.899,68.1425,,4.0,61.02,2.5,33.6,1.1,5.1,19.6
Hungary,2012,100.0,86.3654,75.0569,1.34,75.0634,8.4341,101.07,65.547,14.785,11.003,88.2658,7.0,5.7,57.49,2.5,30.8,0.5,11.6,15.0
Hungary,2013,100.0,87.7143,77.1328,1.35,75.5659,8.3675,100.7059,66.606,15.466,10.177,88.7242,7.04,5.6,57.93,2.5,31.5,0.5,10.6,15.0
Hungary,2014,100.0,89.0651,79.2487,1.44,75.7634,9.1947,101.3144,68.705,13.619,7.725,88.6747,6.98,5.3,58.38,2.5,30.9,1.0,8.3,14.9
Hungary,2015,100.0,90.4176,81.4042,1.45,75.5683,8.9226,100.8277,70.461,11.581,6.813,88.9919,6.99,5.1,58.85,2.5,30.4,1.0,6.4,14.5
Hungary,2016,100.0,91.7722,83.5998,1.53,76.0634,9.8624,99.0286,72.071,11.047,5.115,89.183,7.0,4.7,59.32,2.5,30.3,1.6,4.3,13.4
Hungary,2017,100.0,93.1285,85.8349,1.54,75.8171,9.9477,98.4313,73.058,11.039,4.156,89.665,7.02,4.5,59.8,2.5,30.6,0.9,4.9,12.8
Hungary,2018,100.0,94.4863,87.8967,1.55,76.0659,10.0293,96.7522,74.011,10.73,3.708,89.5834,6.95,4.3,60.28,2.5,,,,12.3
Hungary,2019,100.0,95.8452,88.5378,1.55,76.3195,9.1641,96.6209,74.648,11.002,3.419,89.1721,6.91,4.1,60.76,2.5,,,,12.3
Hungary,2020,100.0,97.2051,89.1767,1.59,75.4195,8.0787,97.1749,75.021,11.713,4.25,87.9557,6.76,4.0,61.24,2.5,,,,12.6
Iceland,2012,100.0,96.578,,2.04,82.9171,15.8849,98.833,84.684,6.644,6.0,85.9468,3.24,2.6,55.17,2.5,26.8,0.0,0.4,9.3
Iceland,2013,100.0,97.1132,,1.93,82.061,16.2047,98.7876,85.647,6.474,5.376,86.0692,3.22,2.6,55.36,2.5,25.4,0.1,0.2,7.9
Iceland,2014,100.0,97.6484,,1.93,82.861,16.6743,98.7708,87.168,5.721,4.897,86.1289,3.16,2.6,55.55,2.5,27.8,0.0,0.2,9.2
Iceland,2015,100.0,98.1836,,1.8,82.4683,17.1551,98.6862,88.207,4.751,3.979,86.2024,3.12,2.6,55.76,2.5,26.8,0.0,0.2,8.8
Iceland,2016,100.0,98.7188,,1.74,82.2049,16.0048,98.9532,89.202,4.286,2.978,86.4706,3.13,2.6,56.02,2.5,27.2,0.0,0.2,10.1
Iceland,2017,100.0,99.254,,1.71,82.661,17.0772,98.8624,88.528,4.066,2.742,86.6694,3.06,2.6,56.3,2.5,26.1,0.0,0.1,8.8
Iceland,2018,100.0,99.7891,,1.71,82.861,17.2492,98.8867,87.356,5.305,2.704,86.978,2.87,2.7,56.58,2.5,26.6,0.3,0.6,
Iceland,2019,100.0,100.0,,1.74,83.1634,17.4432,98.8134,87.095,5.237,3.507,87.1814,2.8,2.7,56.81,2.5,26.8,0.1,0.4,
Iceland,2020,100.0,100.0,,1.72,83.0634,16.798,98.5561,84.88,6.655,5.478,87.205,2.83,2.7,56.99,2.5,,,,
Ireland,2012,100.0,85.0395,71.6968,1.98,80.8463,13.5225,102.1183,71.128,19.201,15.451,83.1714,2.56,4.0,62.85,2.5,33.2,0.5,1.6,
Ireland,2013,100.0,86.1441,73.0523,1.93,80.9488,13.1516,101.9583,71.795,16.44,13.735,82.9809,2.58,3.9,63.03,2.5,33.5,0.7,1.9,
Ireland,2014,100.0,87.2383,74.4251,1.89,81.3488,12.97,101.5422,71.84,15.287,11.858,83.1954,2.59,3.8,63.21,2.5,31.9,0.4,1.3,
Ireland,2015,100.0,88.322,75.815,1.85,81.4537,12.9243,101.1846,72.061,14.293,9.908,83.5346,2.94,3.7,63.4,2.5,31.8,0.4,0.9,
Ireland,2016,100.0,89.927,77.2222,1.81,81.6537,13.3105,101.3415,72.663,12.629,8.374,83.7699,2.98,3.6,63.61,2.5,32.8,0.3,0.9,
Ireland,2017,100.0,91.5246,78.648,1.77,82.1561,13.3672,100.8528,72.633,10.979,6.713,84.5589,2.99,3.5,63.81,2.5,31.4,0.3,0.6,
Ireland,2018,100.0,93.114,79.9907,1.75,82.2049,13.3402,101.0329,72.939,10.113,5.741,84.9843,2.99,3.4,64.0,2.5,30.6,0.1,0.1,
Ireland,2019,100.0,93.6872,80.1886,1.71,82.7024,13.5307,100.9809,73.251,10.182,4.95,85.6014,2.9,3.4,64.19,2.5,30.3,0.1,0.2,13.8
Ireland,2020,100.0,94.1646,80.3905,1.63,82.4561,11.9695,101.3688,71.883,12.103,5.623,85.4782,2.91,3.5,64.37,2.5,29.2,0.2,0.2,12.9
Italy,2012,100.0,96.1269,78.7558,1.42,82.239,7.9928,100.029,63.464,20.971,10.655,75.2599,3.38,3.8,49.34,2.5,35.2,1.4,3.2,19.3
Italy,2013,100.0,96.2001,78.7002,1.39,82.6902,8.098,101.1119,63.316,22.166,12.149,75.3484,3.31,3.7,49.31,2.5,34.9,1.6,3.4,19.4
Italy,2014,100.0,96.2734,78.6445,1.38,83.0902,7.9666,100.7523,63.892,22.183,12.683,75.5327,3.24,3.6,49.28,2.5,34.7,1.4,3.3,19.9
Italy,2015,100.0,96.3219,78.5888,1.36,82.5439,8.0691,100.3719,63.976,21.457,11.896,75.8336,3.22,3.5,49.25,2.5,35.4,2.1,4.0,20.6
Italy,2016,100.0,96.3704,78.5331,1.36,83.2439,7.7491,99.8128,64.881,19.974,11.688,76.3061,3.2,3.4,49.23,2.5,35.2,1.8,3.5,20.3
Italy,2017,100.0,96.4189,78.4774,1.34,82.9463,8.2542,102.8031,65.381,20.2,11.211,77.0211,3.21,3.3,49.22,2.5,35.9,1.5,3.5,20.3
Italy,2018,100.0,96.4674,78.4217,1.31,83.3463,8.7766,102.895,65.581,19.356,10.61,77.3023,3.17,3.2,49.21,2.5,35.2,1.7,3.3,20.1
Italy,2019,100.0,96.5159,78.366,1.27,83.4976,8.4224,102.9594,65.69,18.242,9.951,77.5025,3.16,3.1,49.18,2.5,34.6,1.0,2.9,20.0
Italy,2020,100.0,96.5644,78.3104,1.24,82.1951,7.7804,102.6367,64.086,19.019,9.164,77.7091,3.18,3.0,49.16,2.5,35.2,0.9,2.4,20.1
Latvia,2012,100.0,94.2517,84.8462,1.44,73.778,17.7365,101.0487,74.487,14.895,15.047,86.2482,5.83,6.6,54.51,2.5,35.2,1.4,12.5,19.4
Latvia,2013,100.0,94.5171,85.5135,1.52,73.9829,18.744,100.3863,74.037,13.03,11.867,86.1385,5.75,6.0,55.0,2.5,35.5,1.5,10.0,21.2
Latvia,2014,100.0,94.7823,86.1805,1.65,74.1244,13.9724,99.8528,74.484,12.024,10.846,86.2542,5.61,5.5,55.48,2.5,35.1,1.1,8.4,22.5
Latvia,2015,100.0,95.0477,87.0263,1.7,74.4805,14.1274,99.3933,75.692,10.518,9.873,86.0604,5.65,5.1,55.97,2.5,34.2,1.0,5.7,21.8
Latvia,2016,100.0,95.3144,87.8769,1.74,74.5805,12.8933,99.1985,76.241,11.205,9.643,85.9272,5.68,4.7,56.46,2.5,34.3,1.0,5.5,22.1
Latvia,2017,100.0,95.5822,88.7323,1.69,74.6293,11.9713,99.3678,77.028,11.956,8.715,86.6666,5.53,4.5,56.95,2.5,35.6,1.0,5.4,23.3
Latvia,2018,100.0,95.8509,89.5923,1.6,74.7829,11.1525,99.6144,77.489,7.897,7.412,86.6574,5.47,4.2,57.43,2.5,35.1,0.6,3.6,22.9
Latvia,2019,100.0,96.1201,90.4568,1.61,75.3878,11.7682,99.9834,77.551,9.24,6.312,86.8597,5.42,4.0,57.91,2.5,34.5,0.3,3.3,21.6
Latvia,2020,100.0,96.3897,91.3257,1.55,75.1854,11.7195,99.8328,78.187,8.547,8.098,86.3234,5.3,3.7,58.39,2.5,35.7,0.5,2.9,23.4
Lithuania,2012,100.0,85.8757,88.5925,1.6,73.8634,13.536,101.8544,71.826,11.171,13.365,88.9463,7.26,5.3,55.89,2.5,35.1,1.1,8.7,20.6
Lithuania,2013,100.0,87.6146,89.3577,1.59,73.9146,13.288,101.7546,72.427,11.144,11.77,88.2275,7.14,5.1,56.15,2.5,35.3,1.2,7.0,19.1
Lithuania,2014,100.0,89.3646,90.1312,1.57,74.5171,13.1901,100.9779,73.735,9.911,10.698,87.896,7.11,5.1,56.41,2.5,37.7,1.7,7.8,22.2
Lithuania,2015,100.0,91.1256,90.905,1.63,74.322,12.2883,101.5423,74.144,9.196,9.12,87.7294,6.83,5.0,56.68,2.5,37.4,1.0,6.8,21.9
Lithuania,2016,100.0,92.8984,91.6807,1.63,74.6707,12.0252,104.2231,75.466,9.405,7.862,87.6656,6.54,4.9,56.97,2.5,38.4,1.5,5.6,22.9
Lithuania,2017,100.0,94.4845,92.458,1.57,75.4805,11.7656,106.4109,75.968,9.149,7.073,87.9937,6.39,4.6,57.25,2.5,37.3,1.2,5.0,22.9
Lithuania,2018,100.0,94.9357,93.2364,1.53,75.6805,11.7427,106.0574,77.339,8.039,6.147,88.3338,6.27,4.2,57.54,2.5,35.7,1.0,3.4,20.6
Lithuania,2019,100.0,95.3858,94.0153,1.43,76.2829,11.7495,104.7061,78.022,8.649,6.255,88.343,6.22,3.9,57.83,2.5,35.3,0.6,2.3,20.9
Lithuania,2020,100.0,95.7255,94.7744,1.36,75.0293,10.769,103.4682,78.533,10.76,8.487,88.2403,5.96,3.7,58.11,2.5,36.0,0.5,1.8,20.0
Luxembourg,2012,100.0,99.7892,92.599,1.57,81.3927,9.2746,98.7364,69.289,5.736,5.03,91.0042,5.16,2.7,51.75,2.5,34.3,0.0,0.3,
Luxembourg,2013,100.0,99.7583,92.9112,1.55,81.8,,97.7293,69.627,5.364,6.045,90.7926,5.17,2.6,51.73,2.5,32.0,0.1,0.3,
Luxembourg,2014,100.0,99.7292,93.2229,1.5,82.2293,9.4937,97.3061,70.224,6.344,6.044,91.2984,5.06,2.6,51.7,2.5,31.2,0.2,0.3,
Luxembourg,2015,100.0,99.7018,93.5342,1.47,82.2927,9.3344,97.4023,71.309,5.808,6.796,88.7868,4.96,2.6,51.67,2.5,32.9,0.3,0.8,
Luxembourg,2016,100.0,99.676,93.8452,1.41,82.6854,,97.4096,70.625,6.219,6.669,88.5382,4.81,2.5,51.66,2.5,31.7,0.1,0.6,
Luxembourg,2017,100.0,99.6516,94.1557,1.39,82.0951,8.4463,96.7352,70.107,6.195,5.523,89.8277,4.66,2.5,51.64,2.5,34.5,0.3,1.1,
Luxembourg,2018,100.0,99.6286,94.4659,1.38,82.2951,8.6433,97.3428,71.006,5.599,5.589,90.886,4.51,2.5,51.62,2.5,35.4,0.3,0.8,
Luxembourg,2019,100.0,99.6332,94.7759,1.34,82.639,8.6764,98.3345,71.916,4.775,5.592,89.6913,4.26,2.5,51.59,2.5,34.2,0.1,0.3,17.4
Luxembourg,2020,100.0,99.6376,95.0855,1.36,82.1439,8.195,98.6442,72.112,6.712,6.766,90.5118,4.19,2.5,51.56,2.5,33.4,0.0,0.0,
Moldova,2012,94.3,67.2929,,1.661,70.344,20.742,93.798,65.988,19.282,2.151,42.9791,6.32,16.3,56.87,5.7,29.2,0.5,27.3,
Moldova,2013,95.1,69.8222,,1.622,70.291,18.2765,93.7649,66.441,18.627,1.873,42.1782,6.08,16.0,57.29,4.4,28.5,0.1,22.5,
Moldova,2014,95.8,72.3828,,1.82,70.241,18.7651,107.4314,70.966,16.564,1.425,40.4352,6.03,15.8,57.72,3.8,26.8,0.0,21.4,
Moldova,2015,96.3,72.6987,,1.87,70.118,18.2387,105.7277,72.21,15.899,1.742,39.1425,5.74,15.5,58.16,3.3,27.0,0.1,19.0,
Moldova,2016,96.8,73.0217,,1.89,70.179,18.6216,104.47,71.926,16.272,1.557,38.0941,5.83,15.3,58.6,2.5,26.3,0.2,19.1,
Moldova,2017,97.2,73.3511,,1.81,70.375,18.4328,103.6858,70.446,16.922,1.586,39.6453,5.78,15.2,59.05,2.5,25.9,0.1,18.8,
Moldova,2018,97.5,73.6867,,1.81,70.236,17.5677,103.3374,68.737,17.83,1.196,40.185,5.77,15.1,59.49,2.5,25.7,0.0,15.5,
Moldova,2019,97.7,74.0282,,1.78,70.181,19.4644,105.0749,71.473,17.479,1.466,40.4401,5.8,15.0,59.92,2.5,26.0,0.0,16.1,25.2
Moldova,2020,97.9,74.3754,,1.77,69.914,17.9938,106.52,71.839,15.592,1.186,40.5374,5.57,14.9,60.35,2.5,25.0,0.0,16.7,26.8
Montenegro,2012,62.4,84.6268,37.4641,1.72,76.3,,99.0703,58.596,16.94,19.808,83.7606,3.9,5.4,47.02,2.5,41.2,5.6,29.5,25.2
Montenegro,2013,62.3,84.7469,38.7064,1.73,76.4902,,,58.861,17.874,19.585,84.01,3.81,4.9,47.32,2.5,39.0,5.2,28.2,24.1
Montenegro,2014,62.0,84.866,39.9349,1.75,76.339,,,61.538,17.72,18.054,81.1495,3.86,4.5,47.62,2.5,38.8,3.9,25.9,24.4
Montenegro,2015,61.9,84.9843,41.1497,1.7,76.6024,,101.2036,62.348,19.154,17.555,79.1185,3.86,4.1,47.92,2.5,39.0,3.6,24.6,24.0
Montenegro,2016,61.6,85.0908,42.3507,1.8,76.5415,,100.1746,63.066,18.398,17.732,78.5259,3.86,3.8,48.22,2.5,38.5,3.3,20.1,23.6
Montenegro,2017,61.8,85.1754,43.5378,1.8,76.6854,,100.9433,63.162,16.687,16.082,78.025,3.8,3.6,48.51,2.5,36.9,4.6,19.2,23.8
Montenegro,2018,61.6,85.2588,44.7082,1.8,77.8854,,103.2645,64.406,16.298,15.19,78.138,3.86,3.3,48.8,2.5,36.8,3.9,21.1,24.5
Montenegro,2019,61.5,85.341,45.5965,1.8,76.6829,,103.6517,65.909,17.345,15.128,79.4093,3.81,3.2,49.09,2.5,35.7,2.5,17.6,22.6
Montenegro,2020,61.5,85.422,46.4597,1.75,75.9317,,103.8466,61.239,21.094,17.878,78.4762,3.81,3.0,49.38,2.5,35.4,2.2,17.6,21.2
Netherlands,2012,100.0,99.9784,97.4728,1.72,81.1049,11.265,107.0482,81.603,5.036,5.821,85.0706,3.77,4.2,47.34,2.5,27.6,0.1,0.3,
Netherlands,2013,100.0,99.9768,97.4759,1.68,81.3049,11.5354,,81.912,5.969,7.241,84.1829,3.68,4.2,47.2,2.5,28.1,0.1,0.3,
Netherlands,2014,100.0,99.9753,97.4791,1.71,81.7073,11.5578,,81.562,5.829,7.419,83.9687,3.53,4.1,47.05,2.5,28.6,0.1,0.4,
Netherlands,2015,100.0,99.9737,97.4822,1.66,81.5098,11.6637,106.0594,82.184,4.22,6.872,83.8378,3.47,4.1,46.91,2.5,28.2,0.1,0.4,12.7
Netherlands,2016,100.0,99.9721,97.4853,1.66,81.561,12.2721,105.6804,82.188,4.594,6.007,83.8964,3.39,4.1,46.77,2.5,28.2,0.1,0.4,13.2
Netherlands,2017,100.0,99.9705,97.4884,1.62,81.761,11.8981,105.0394,82.222,4.182,4.837,84.0645,3.26,4.0,46.63,2.5,28.5,0.2,0.4,13.3
Netherlands,2018,100.0,99.969,97.4916,1.59,81.8122,12.4101,104.5611,82.768,4.027,3.832,84.0372,3.17,4.0,46.49,2.5,28.1,0.1,0.4,13.2
Netherlands,2019,100.0,99.9674,97.4947,1.57,82.1122,12.0098,104.5789,83.393,4.256,3.379,84.1993,3.02,4.0,46.35,2.5,29.2,0.1,0.4,13.4
Netherlands,2020,100.0,99.9658,97.4975,1.54,81.3585,11.0668,104.3388,83.414,4.673,3.82,82.9267,2.91,4.0,46.21,2.5,26.0,0.0,0.3,14.4
North Macedonia,2012,70.7,80.4008,12.6486,1.5,74.9024,,92.9667,63.202,25.05,31.096,73.2032,4.32,10.2,57.81,3.8,38.1,9.1,37.8,24.2
North Macedonia,2013,71.7,80.429,12.5976,1.5,75.4,,96.9781,64.093,24.315,29.017,71.9039,4.37,10.7,58.2,3.8,36.2,7.4,36.5,22.1
North Macedonia,2014,72.7,80.4603,12.5433,1.5,75.4512,,95.9001,64.513,25.495,28.215,73.3315,4.32,11.1,58.59,3.6,35.2,6.4,32.4,21.5
North Macedonia,2015,73.6,80.4943,12.4856,1.49,75.4024,,96.8858,63.936,24.907,26.395,73.9365,4.31,11.3,59.0,3.5,35.6,7.0,30.4,21.9
