Economy,Year,Access to clean fuels and technologies for cooking  (% of population),Access to electricity (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)",Population ages 65 and above (% of total population),"Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Income share held by lowest 20%,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Prosperity gap (average shortfall from a prosperity standard of $28/day)
Moldova,2019,97.3,100.0,74.1397,,1.78,70.181,13.8015,18.3722,105.0749,71.473,1.466,5.8,15.0,59.92,2.5,26.0,10.0,0.0,16.1,25.2,2.4
Moldova,2020,97.4,100.0,74.4959,,1.77,69.914,14.2912,17.1737,106.52,71.839,1.186,5.57,14.9,60.35,2.5,,,,,26.8,
North Macedonia,2012,70.3,99.6,80.3434,12.6486,1.5,74.9024,12.0724,,92.9667,63.202,31.096,4.32,10.2,57.81,4.0,38.1,4.9,9.1,37.8,24.2,4.7
North Macedonia,2013,71.5,99.7,80.352,12.5976,1.5,75.4,12.4586,,96.9781,64.093,29.017,4.37,10.7,58.2,4.0,36.2,5.6,7.4,36.5,22.1,4.1
North Macedonia,2014,72.6,99.8,80.3637,12.5433,1.5,75.4512,12.9264,,95.9001,64.513,28.215,4.32,11.1,58.59,3.9,35.2,5.8,6.4,32.4,21.5,4.0
North Macedonia,2015,73.5,99.9,80.3782,12.4856,1.49,75.4024,13.4043,,96.8858,63.936,26.395,4.31,11.3,59.0,3.8,35.6,5.6,7.0,30.4,21.9,4.0
North Macedonia,2016,75.1,100.0,80.3958,12.4242,1.5,75.4,13.9041,,,63.614,24.312,4.29,10.8,59.4,3.5,34.5,5.6,5.7,27.0,22.2,3.6
North Macedonia,2017,75.7,100.0,80.4164,12.359,1.43,75.9537,14.4581,,95.2024,63.937,22.857,4.2,9.7,59.8,3.2,34.2,5.7,5.6,24.7,21.9,3.6
North Macedonia,2018,76.8,99.8,80.3238,12.2057,1.42,76.6488,15.085,,95.5604,63.797,21.208,4.14,8.3,60.2,2.9,33.0,6.1,4.3,22.7,21.6,3.1
North Macedonia,2019,78.2,100.0,80.3507,12.1923,1.34,76.6024,15.7588,,93.6538,64.791,17.414,4.19,7.0,60.6,3.1,33.5,5.8,3.9,20.5,21.8,2.9
North Macedonia,2020,79.6,100.0,80.3805,12.2049,1.31,74.3951,16.3463,,93.4353,64.132,16.575,4.22,5.9,61.0,3.0,,,,,,
Malta,2012,100.0,100.0,99.9488,91.592,1.42,80.7463,16.5766,13.3912,100.938,64.021,6.197,4.6,6.8,64.66,2.5,29.4,8.4,0.2,0.5,15.8,0.9
Malta,2013,100.0,100.0,99.9311,90.7381,1.36,81.7463,17.352,13.6162,101.2325,66.326,6.106,4.65,6.7,64.65,2.5,28.8,8.6,0.0,0.3,15.8,0.8
Malta,2014,100.0,100.0,99.9135,89.8843,1.38,82.0463,17.9436,13.3271,100.6733,67.845,5.725,4.47,6.7,64.64,2.5,29.0,8.6,0.0,0.2,16.6,0.8
Malta,2015,100.0,100.0,99.8959,89.0304,1.37,81.8976,18.3273,13.2296,100.3055,68.828,5.389,4.47,6.6,64.63,2.5,29.4,8.5,0.1,0.4,16.5,0.8
Malta,2016,100.0,100.0,99.8782,88.1765,1.37,82.4537,18.6556,14.1111,99.9405,70.575,4.687,4.55,6.5,64.64,2.5,29.1,8.6,0.1,0.3,16.7,0.8
Malta,2017,100.0,100.0,99.8606,88.1765,1.26,82.3463,18.8131,13.5024,99.61,72.13,4.002,4.38,6.4,64.65,2.5,29.2,8.5,0.2,0.4,16.8,0.8
Malta,2018,100.0,100.0,99.843,88.1764,1.23,82.2488,18.7497,13.8489,99.5983,74.665,3.658,4.25,6.3,64.65,2.5,28.7,8.6,0.2,0.4,17.1,0.7
Malta,2019,100.0,100.0,99.8253,88.1764,1.14,82.6585,18.5816,14.0758,98.1749,75.846,3.616,4.11,6.1,64.65,2.5,31.0,8.2,0.3,0.7,16.9,0.8
Malta,2020,100.0,100.0,99.8077,88.1764,1.13,82.0976,18.4998,12.5418,96.8025,77.05,4.347,4.38,6.0,64.66,2.5,31.4,8.0,0.4,1.0,16.9,0.7
Montenegro,2012,62.2,99.3,84.4436,37.4641,1.72,76.3,13.4747,,99.0703,58.596,19.808,3.9,5.4,47.02,2.5,41.2,4.5,5.6,29.5,25.2,3.8
Montenegro,2013,61.9,99.7,84.5334,39.623,1.73,76.4902,13.694,,,58.861,19.585,3.81,4.9,47.32,2.5,39.0,5.2,5.2,28.2,24.1,3.2
Montenegro,2014,61.8,97.7,84.623,41.7548,1.75,76.339,14.0036,,,61.538,18.054,3.86,4.5,47.62,2.5,38.8,5.1,3.9,25.9,24.4,3.0
Montenegro,2015,61.4,99.5,84.7121,43.8596,1.7,76.6024,14.4205,,101.2036,62.348,17.555,3.86,4.1,47.92,2.5,39.0,5.2,3.6,24.6,24.0,2.8
Montenegro,2016,61.6,99.6,84.8008,45.9371,1.8,76.5415,14.8258,,100.1746,63.066,17.732,3.86,3.8,48.22,2.5,38.5,5.2,3.3,20.1,23.6,3.6
Montenegro,2017,61.6,100.0,84.8891,47.9874,1.8,76.6854,15.2379,,100.9433,63.162,16.082,3.8,3.6,48.51,2.5,36.9,5.2,4.6,19.2,23.8,3.8
Montenegro,2018,61.75,100.0,84.9536,50.0074,1.8,77.8854,15.7081,,103.2645,64.406,15.19,3.86,3.3,48.8,2.5,36.8,5.3,3.9,21.1,24.5,3.0
Montenegro,2019,61.85,100.0,85.0132,51.7309,1.8,76.6829,16.2013,,103.6517,65.909,15.128,3.81,3.2,49.09,2.5,35.7,5.9,2.5,17.6,22.6,2.6
Montenegro,2020,62.1,99.9,85.0722,53.4151,1.75,75.9317,16.6407,,103.8466,61.239,17.878,3.81,3.0,49.38,2.5,35.4,6.1,2.2,17.6,21.2,2.8
Netherlands,2012,100.0,100.0,99.9797,97.4732,1.72,81.1049,16.34,11.7369,107.0482,81.603,5.821,3.77,4.2,47.34,2.5,27.6,9.1,0.1,0.3,,0.6
Netherlands,2013,100.0,100.0,99.9785,97.4766,1.68,81.3049,16.8802,11.5622,,81.912,7.241,3.68,4.2,47.2,2.5,28.1,8.9,0.1,0.3,,0.6
Netherlands,2014,100.0,100.0,99.9773,97.48,1.71,81.7073,17.3524,11.797,,81.562,7.419,3.53,4.1,47.05,2.5,28.6,8.8,0.1,0.4,,0.6
Netherlands,2015,100.0,100.0,99.9762,97.4834,1.66,81.5098,17.7567,11.8186,106.0594,82.184,6.872,3.47,4.1,46.91,2.5,28.2,8.9,0.1,0.4,12.7,0.6
Netherlands,2016,100.0,100.0,99.975,97.4868,1.66,81.561,18.0944,12.0879,105.6804,82.188,6.007,3.39,4.1,46.77,2.5,28.2,8.8,0.1,0.4,13.2,0.6
Netherlands,2017,100.0,100.0,99.9738,97.4902,1.62,81.761,18.4202,12.074,105.0394,82.222,4.837,3.26,4.0,46.63,2.5,28.5,8.8,0.2,0.4,13.3,0.6
Netherlands,2018,100.0,100.0,99.9726,97.4937,1.59,81.8122,18.751,11.9595,104.5611,82.768,3.832,3.17,4.0,46.49,2.5,28.1,8.9,0.1,0.4,13.2,0.6
Netherlands,2019,100.0,100.0,99.9714,97.4971,1.57,82.1122,19.0649,11.8349,104.5789,83.393,3.379,3.02,4.0,46.35,2.5,29.2,8.6,0.1,0.4,13.4,0.6
Netherlands,2020,100.0,100.0,99.9703,97.4975,1.54,81.3585,19.3704,10.9443,104.3388,83.414,3.82,2.91,4.0,46.21,2.5,26.0,9.2,0.0,0.3,14.4,0.5
Norway,2012,100.0,100.0,99.366,77.3214,1.85,81.4512,15.5275,11.2805,99.6305,79.127,3.129,3.97,3.0,54.75,2.5,25.7,9.4,0.1,0.4,,0.5
Norway,2013,100.0,100.0,99.3117,77.393,1.78,81.7512,15.7789,11.0503,99.6446,79.168,3.425,3.86,2.9,55.04,2.5,26.4,9.3,0.2,0.4,,0.5
Norway,2014,100.0,100.0,99.2574,77.4654,1.75,82.1,16.0284,11.0784,99.4922,78.837,3.486,3.84,2.8,55.32,2.5,26.8,9.1,0.1,0.4,,0.5
Norway,2015,100.0,100.0,99.2031,77.5384,1.72,82.3049,16.2748,11.0947,99.374,79.181,4.296,3.76,2.7,55.6,2.5,27.5,9.0,0.2,0.4,,0.5
Norway,2016,100.0,100.0,99.1488,77.6121,1.71,82.4073,16.5173,10.9677,99.2261,79.021,4.68,3.68,2.6,55.88,2.5,28.5,8.6,0.3,0.7,,0.6
Norway,2017,100.0,100.0,99.0945,77.6866,1.62,82.6098,16.7812,11.0532,99.2715,78.385,4.164,3.6,2.5,56.15,2.5,27.0,8.9,0.3,0.6,,0.6
Norway,2018,100.0,100.0,99.0402,77.7618,1.56,82.7585,17.0854,11.0504,99.1744,78.889,3.801,3.53,2.5,56.41,2.5,27.6,8.9,0.3,0.5,,0.6
Norway,2019,100.0,100.0,98.986,77.8377,1.53,82.9585,17.3949,10.8744,99.0807,79.333,3.684,3.47,2.4,56.67,2.5,27.7,8.8,0.2,0.5,,0.6
Norway,2020,100.0,100.0,98.9317,77.9143,1.48,83.2098,17.7282,10.1225,98.8857,79.391,4.424,3.4,2.4,56.94,2.5,28.4,8.6,0.3,0.5,12.6,0.7
Poland,2012,100.0,100.0,92.657,94.193,1.33,76.7463,14.0246,12.4845,100.6808,66.655,10.031,6.53,5.4,57.08,2.5,33.0,7.3,0.4,5.1,,1.6
Poland,2013,100.0,100.0,92.3521,94.9008,1.29,77.0,14.4308,12.3381,100.0735,67.159,10.293,6.51,5.2,57.66,2.5,33.1,7.2,0.6,4.9,,1.5
Poland,2014,100.0,100.0,92.0369,95.6128,1.32,77.6024,14.8828,12.3902,99.5637,68.036,8.971,6.53,5.0,58.25,2.5,32.8,7.3,0.6,4.7,,1.5
Poland,2015,100.0,100.0,91.7114,96.3292,1.32,77.4512,15.3775,12.6555,,68.363,7.475,6.54,4.9,58.83,2.5,31.8,7.4,0.5,3.9,,1.4
Poland,2016,100.0,100.0,91.3784,97.0497,1.39,77.8512,15.9129,12.0719,,69.057,6.141,6.54,4.8,59.42,2.5,31.2,8.0,0.4,2.7,,1.3
Poland,2017,100.0,100.0,91.0381,97.4989,1.48,77.7537,16.4659,11.8687,97.6803,69.775,4.867,6.53,4.6,59.99,2.5,29.7,8.3,0.4,2.1,,1.3
Poland,2018,100.0,100.0,90.6906,97.6994,1.46,77.6024,17.0146,12.0274,94.4898,70.316,3.835,6.44,4.5,60.55,2.5,30.2,8.2,0.3,1.8,,1.2
Poland,2019,100.0,100.0,90.336,97.7478,1.44,77.9049,17.5584,11.9878,94.945,70.76,3.267,6.09,4.4,61.11,2.5,28.8,8.6,0.1,1.0,,1.0
Poland,2020,100.0,100.0,89.6192,97.8032,1.39,76.4,18.076,10.6045,82.2115,71.124,3.155,6.11,4.4,61.66,2.5,28.5,8.6,0.2,1.2,11.8,1.0
Portugal,2012,100.0,100.0,94.3637,74.5791,1.28,80.3732,19.2004,11.0158,108.9218,73.406,15.531,3.4,3.7,54.64,2.5,36.0,6.5,0.9,6.5,18.7,1.6
Portugal,2013,100.0,100.0,94.4524,77.185,1.21,80.722,19.6277,10.974,110.0405,73.024,16.188,3.39,3.6,54.63,2.5,36.2,6.2,1.0,6.9,19.5,1.6
Portugal,2014,100.0,100.0,94.5389,79.8493,1.24,81.122,20.1141,10.2732,108.553,73.213,13.897,3.32,3.6,54.61,2.5,35.6,6.5,0.8,5.9,19.5,1.5
Portugal,2015,100.0,100.0,94.6233,82.5703,1.31,81.1244,20.5743,10.5435,107.0116,73.386,12.447,3.37,3.6,54.61,2.5,35.5,6.7,0.7,4.4,19.0,1.4
Portugal,2016,100.0,100.0,94.7057,85.3466,1.37,81.1244,21.027,10.6469,105.8053,73.71,11.068,3.39,3.6,54.61,2.5,35.2,6.9,0.4,4.4,18.3,1.4
Portugal,2017,100.0,100.0,94.786,88.1767,1.38,81.4244,21.4883,10.1069,104.9138,74.653,8.869,3.39,3.6,54.61,2.5,33.8,7.4,0.4,3.0,17.3,1.3
Portugal,2018,100.0,100.0,94.8641,90.8383,1.42,81.3244,21.9324,10.2643,104.9795,75.123,6.994,3.44,3.5,54.6,2.5,33.5,7.4,0.4,2.7,17.2,1.2
Portugal,2019,100.0,100.0,94.9403,91.3155,1.44,81.6756,22.3901,10.5293,105.1829,75.529,6.464,3.51,3.5,54.6,2.5,32.8,7.6,0.2,1.9,16.2,1.1
Portugal,2020,100.0,100.0,95.0144,91.7683,1.42,81.3293,22.8627,9.6072,105.5899,74.177,6.801,3.53,3.4,54.62,2.5,34.7,6.9,0.6,2.9,18.4,1.2
Romania,2012,100.0,97.8,81.9266,64.0429,1.52,74.4122,16.2664,7.8875,96.2415,57.526,6.794,6.57,11.2,54.94,2.5,36.5,5.3,8.4,36.9,23.0,4.4
Romania,2013,100.0,98.1,81.9161,66.4124,1.46,75.0634,16.4583,7.8434,,57.825,7.096,6.65,10.5,55.96,2.5,36.9,5.0,8.7,36.4,25.1,4.6
Romania,2014,100.0,98.4,81.9056,68.8624,1.56,74.9098,16.7939,8.4298,,58.815,6.802,6.68,9.9,56.99,2.5,36.0,4.9,8.9,32.7,25.4,4.5
Romania,2015,100.0,98.8,81.9019,71.4004,1.62,74.9122,17.2096,8.5013,89.0534,59.937,6.812,6.76,9.2,58.02,2.5,35.9,5.1,7.6,30.9,25.3,3.9
Romania,2016,100.0,99.1,81.9056,74.0277,1.69,75.2098,17.5742,9.5961,87.5896,60.302,5.901,6.81,8.5,59.06,2.5,34.4,5.6,5.2,24.0,23.6,3.2
Romania,2017,100.0,100.0,81.9158,76.7443,1.78,75.2098,17.9121,8.5062,87.2724,62.01,4.927,6.85,7.9,60.09,2.5,36.0,5.3,4.9,17.9,23.5,3.0
Romania,2018,100.0,99.8,81.9334,79.5517,1.76,75.3585,18.2497,9.0986,91.3751,62.541,4.187,6.92,7.3,61.1,2.5,35.8,5.4,3.7,14.3,23.8,2.6
Romania,2019,100.0,100.0,81.9577,82.11,1.77,75.6073,18.6042,10.0886,92.614,63.43,3.912,7.0,6.8,62.11,2.5,34.8,5.7,3.1,11.9,23.4,2.3
Romania,2020,100.0,100.0,81.9888,84.5194,1.8,74.2537,19.0167,8.8029,91.9047,64.141,5.035,7.06,6.6,63.11,2.5,34.6,5.6,2.4,10.8,22.5,2.2
Russian Federation,2012,99.5,100.0,75.3987,58.7252,1.691,70.0722,12.713,9.5043,97.2622,73.133,5.484,8.37,9.9,54.44,2.5,40.7,6.3,0.1,6.4,10.7,1.6
Russian Federation,2013,99.5,100.0,75.4665,59.0098,1.707,70.5788,12.8838,10.0021,96.9484,73.231,5.513,8.11,9.5,54.88,2.5,40.9,6.4,0.1,5.7,10.8,1.6
Russian Federation,2014,99.6,100.0,75.5383,59.2971,1.75,70.7437,13.1684,9.1654,97.4963,73.542,5.212,7.89,8.9,55.32,2.5,36.9,6.2,0.4,3.2,11.2,1.2
Russian Federation,2015,99.5,95.5,75.6135,59.5865,1.777,71.1834,13.5345,2.196,98.3828,73.809,5.615,7.58,8.2,55.75,2.5,36.5,6.2,0.4,3.9,13.3,1.2
Russian Federation,2016,99.5,99.4,75.6922,59.8781,1.762,71.6512,13.8715,9.5941,98.3341,74.389,5.591,7.4,7.5,56.19,2.5,36.7,6.2,0.4,4.0,13.3,1.3
Russian Federation,2017,99.5,100.0,75.7746,60.1718,1.621,72.4515,14.2409,9.5012,100.7676,74.327,5.238,7.25,6.9,56.62,2.5,35.5,6.5,0.4,3.7,13.2,1.3
Russian Federation,2018,99.5,100.0,75.8601,60.4673,1.579,72.6622,14.6303,10.0499,102.0686,74.607,4.871,7.17,6.3,57.05,2.5,35.3,6.7,0.2,2.8,12.6,1.2
Russian Federation,2019,99.5,99.8,75.9488,60.7645,1.504,73.0839,15.0633,9.2857,101.8323,74.027,4.513,7.07,5.8,57.48,2.5,35.7,6.7,0.3,3.0,12.3,1.2
Russian Federation,2020,99.4,99.9,76.0406,60.9109,1.505,71.3388,15.4721,8.935,102.763,74.117,5.62,7.08,5.4,57.9,2.5,33.7,7.4,0.1,2.0,12.1,1.1
Serbia,2012,69.45,99.8,74.7986,27.8581,1.45,74.8366,17.5892,,100.9048,61.641,24.0,5.16,7.1,51.32,2.5,39.9,4.7,7.1,29.2,24.5,5.1
Serbia,2013,70.3,99.9,74.821,27.6214,1.43,75.1854,17.95,,101.6048,62.721,22.154,5.21,6.8,51.59,2.5,39.4,4.7,7.8,33.0,25.0,5.5
Serbia,2014,71.6,99.7,74.8437,27.3803,1.46,75.3366,18.3903,,102.1858,63.268,19.223,5.22,6.6,51.87,2.5,40.4,4.3,8.9,32.9,26.7,6.3
Serbia,2015,72.9,99.9,74.8662,27.1351,1.46,75.2878,18.884,,102.1822,63.467,17.66,5.27,6.3,52.16,2.5,40.5,4.4,8.4,31.8,25.9,6.1
Serbia,2016,74.0,99.9,74.8888,26.8856,1.46,75.6878,19.3854,8.693,101.1082,65.413,15.257,5.27,6.1,52.45,2.5,38.8,4.5,8.1,29.0,25.7,6.2
Serbia,2017,75.8,100.0,74.914,26.6308,1.49,75.539,19.9074,9.2565,100.7224,66.484,13.477,5.27,5.9,52.75,2.5,36.1,5.2,6.6,26.2,24.3,5.3
Serbia,2018,77.1,100.0,74.942,26.3717,1.49,75.8902,20.4864,8.8043,100.4576,67.571,12.733,5.3,5.8,53.04,2.5,35.0,5.9,4.2,20.7,23.2,3.6
Serbia,2019,78.7,99.8,74.9726,26.1084,1.52,75.9366,21.0644,8.6046,99.6346,67.824,10.395,5.34,5.7,53.34,2.5,34.5,6.4,2.7,15.1,21.7,3.1
Serbia,2020,80.4,100.0,75.0059,25.8242,1.48,74.478,21.5709,,98.0835,67.36,9.011,5.35,5.5,53.64,2.5,35.0,6.6,2.0,12.6,21.2,2.5
Slovak Republic,2012,100.0,100.0,98.8287,82.9047,1.34,76.1098,12.9098,9.7705,99.1329,69.517,13.966,5.91,6.6,55.62,5.8,26.1,8.6,0.5,5.0,12.8,1.6
Slovak Republic,2013,100.0,100.0,98.8643,82.7224,1.34,76.4122,13.2843,9.7139,98.6928,69.955,14.226,5.8,6.4,56.1,5.6,28.1,8.3,0.4,5.0,12.6,1.6
Slovak Republic,2014,100.0,100.0,98.8999,82.5397,1.37,76.8122,13.695,9.3318,98.5119,70.841,11.536,5.78,6.3,56.6,5.7,26.1,8.4,0.9,5.2,12.3,1.9
Slovak Republic,2015,100.0,100.0,98.9355,82.5256,1.4,76.5634,14.1488,9.1263,98.3121,71.069,11.492,5.75,6.2,57.1,5.7,26.5,8.5,0.8,5.0,12.7,1.6
Slovak Republic,2016,100.0,100.0,98.9711,82.5151,1.48,77.1659,14.6624,9.0546,97.621,72.029,9.679,5.78,6.1,57.6,5.3,25.2,8.7,1.5,4.8,12.4,2.4
Slovak Republic,2017,100.0,100.0,99.0067,82.5083,1.52,77.1659,15.2001,9.8208,98.266,72.253,8.142,5.82,6.0,58.11,4.1,23.2,9.4,0.6,3.0,12.2,1.4
Slovak Republic,2018,100.0,100.0,99.0423,82.498,1.54,77.2659,15.7269,9.8833,97.0244,72.508,6.544,5.7,6.0,58.6,3.3,25.0,8.8,0.5,3.8,11.9,1.4
Slovak Republic,2019,100.0,100.0,99.0779,82.4913,1.57,77.6659,16.2592,10.471,97.9946,72.715,5.761,5.76,5.9,59.09,2.8,23.2,9.5,0.2,2.5,11.4,1.2
Slovak Republic,2020,100.0,100.0,99.1135,82.4882,1.59,76.8659,16.7641,9.9396,99.9172,72.444,6.719,5.68,5.9,59.58,2.8,24.2,9.1,0.3,2.3,12.3,1.3
Slovenia,2012,100.0,100.0,93.1454,70.0821,1.58,80.1244,16.7905,12.9351,98.2143,70.735,8.841,4.52,2.9,53.77,2.5,25.6,9.4,0.0,0.5,14.5,0.9
Slovenia,2013,100.0,100.0,93.8254,73.0735,1.55,80.322,17.148,10.6639,98.6007,70.847,10.103,4.52,2.8,53.81,2.5,26.2,9.2,0.0,0.6,14.5,0.9
Slovenia,2014,100.0,100.0,94.5054,76.1272,1.58,81.078,17.5469,11.7385,98.5872,71.105,9.668,4.51,2.7,53.85,2.5,25.7,9.4,0.0,0.3,14.3,0.8
Slovenia,2015,100.0,100.0,95.1855,79.2437,1.57,80.7756,18.0184,11.459,98.3816,71.912,8.962,4.48,2.6,53.92,2.5,25.4,9.6,0.0,0.4,13.9,0.8
Slovenia,2016,100.0,100.0,95.8655,80.9741,1.58,81.1756,18.5121,11.9989,97.9816,71.753,8.0,4.43,2.6,54.02,2.5,24.8,9.7,0.0,0.3,13.3,0.8
Slovenia,2017,100.0,100.0,96.5456,82.0133,1.62,81.0293,19.001,12.3342,98.1781,74.28,6.564,4.43,2.5,54.14,2.5,24.2,10.0,0.0,0.1,13.3,0.8
Slovenia,2018,100.0,100.0,97.2256,83.0565,1.6,81.378,19.4618,12.3712,99.4631,75.098,5.108,4.36,2.4,54.26,2.5,24.6,10.1,0.0,0.2,12.0,0.7
Slovenia,2019,100.0,100.0,97.9057,83.4595,1.61,81.5293,19.8517,12.5715,99.8418,75.274,4.446,4.38,2.4,54.4,2.5,24.4,10.1,0.0,0.1,12.4,0.7
Slovenia,2020,100.0,100.0,98.2743,83.6457,1.59,80.5317,20.1214,11.1256,100.2315,74.794,4.971,4.25,2.4,54.55,2.5,24.0,10.3,0.0,0.1,11.7,0.7
Sweden,2012,100.0,100.0,99.5693,95.2905,1.91,81.7049,18.9776,12.6309,99.5537,80.303,7.976,2.65,3.0,49.56,2.5,27.6,8.5,0.5,1.2,16.0,1.0
Sweden,2013,100.0,100.0,99.5903,95.3205,1.89,81.9561,19.2744,12.5421,118.1354,81.1,8.052,2.58,2.9,49.65,2.5,28.8,8.1,0.7,1.4,15.6,1.1
Sweden,2014,100.0,100.0,99.611,95.3501,1.88,82.2537,19.5211,12.8346,118.0299,81.498,7.954,2.52,2.9,49.75,2.5,28.4,8.4,0.5,1.2,16.3,0.9
Sweden,2015,100.0,100.0,99.6314,95.3793,1.85,82.2049,19.6983,13.0132,119.6242,81.753,7.432,2.43,2.9,49.84,2.5,29.2,8.2,0.6,1.2,16.2,0.9
Sweden,2016,100.0,100.0,99.6514,95.4081,1.85,82.3073,19.7738,13.333,121.4488,82.066,6.99,2.33,2.8,49.94,2.5,29.6,8.1,0.4,1.0,15.8,0.9
Sweden,2017,100.0,100.0,99.6711,95.4365,1.78,82.4098,19.8018,13.6095,122.8961,82.518,6.718,2.21,2.8,50.04,2.5,28.8,8.3,0.3,0.8,16.4,0.7
Sweden,2018,100.0,100.0,99.6905,95.4644,1.76,82.5585,19.8625,13.8211,123.7547,82.736,6.365,2.14,2.7,50.15,2.5,30.0,7.8,0.9,1.5,17.1,1.2
Sweden,2019,100.0,100.0,99.7096,95.4918,1.71,83.1098,19.9507,14.0753,120.5968,82.928,6.833,2.07,2.6,50.24,2.5,29.3,8.1,0.4,1.0,16.1,0.8
Sweden,2020,100.0,100.0,99.7281,95.5188,1.67,82.3561,20.06,13.4384,119.5001,82.519,8.291,2.05,2.6,50.34,2.5,28.9,8.2,0.5,1.0,15.7,0.9
Turkiye,2012,94.6,100.0,,58.9593,2.11,75.552,7.3408,12.1359,104.7084,54.03,9.21,2.66,15.8,64.8,2.5,40.2,5.8,1.7,22.3,15.0,2.6
Turkiye,2013,94.7,100.0,,60.7616,2.11,76.171,7.4331,10.9223,114.7243,55.036,9.713,2.64,14.9,65.1,2.5,40.2,5.8,1.5,20.6,15.0,2.5
Turkiye,2014,94.8,100.0,,62.6176,2.19,76.452,7.5252,11.8141,111.9357,54.824,9.901,2.65,14.0,65.4,2.5,41.2,5.8,1.0,20.3,14.7,2.4
Turkiye,2015,94.8,100.0,,64.5275,2.16,76.539,7.6184,11.8485,107.2942,55.684,10.304,2.63,13.3,65.71,2.5,42.9,5.6,1.3,21.0,14.3,2.5
Turkiye,2016,95.0,100.0,,66.4911,2.11,76.595,7.7597,11.4074,105.2833,56.554,10.899,2.69,12.6,66.03,2.5,41.9,5.7,0.9,18.6,13.5,2.3
Turkiye,2017,95.0,100.0,,68.5085,2.08,77.037,7.9464,10.8092,97.4919,57.545,10.919,2.75,12.0,66.32,2.5,43.5,5.4,1.1,16.7,13.9,2.2
Turkiye,2018,95.1,100.0,,70.5795,2.0,77.454,8.1719,10.7428,100.9313,58.068,10.956,2.8,11.5,66.59,2.5,42.4,5.4,1.0,15.6,14.4,2.1
Turkiye,2019,95.2,100.0,,72.7042,1.89,77.737,8.5226,11.173,103.963,58.056,13.73,2.84,11.0,66.84,2.5,43.8,5.2,1.3,15.9,15.0,2.2
Turkiye,2020,95.3,100.0,,74.8801,1.77,76.525,8.9639,9.3112,103.2964,54.506,13.148,2.99,10.5,67.09,2.5,43.0,5.3,1.1,15.0,14.4,2.1
Ukraine,2012,94.9,99.9,89.5565,56.9366,1.528,71.09,14.6092,14.929,97.142,66.352,7.529,8.91,10.7,52.33,2.5,24.7,10.2,0.1,16.5,,2.4
Ukraine,2013,95.0,100.0,89.5572,59.673,1.515,71.474,14.6216,15.1412,96.3141,66.392,7.17,8.79,10.2,52.69,2.5,24.6,10.3,0.1,12.5,,2.3
Ukraine,2014,95.1,100.0,89.0136,62.3357,1.466,71.803,14.7632,14.0883,95.472,66.539,9.27,7.44,9.8,53.05,2.5,24.0,10.5,0.0,13.8,,2.4
Ukraine,2015,95.3,100.0,88.841,64.7399,1.387,72.686,15.1545,13.4801,87.851,66.89,9.14,7.4,9.4,53.41,2.5,25.5,10.0,0.3,22.7,,2.7
Ukraine,2016,95.2,100.0,88.6683,67.1505,1.391,73.389,15.5292,13.4316,87.4092,67.224,9.35,7.03,9.1,53.79,2.5,25.0,10.1,0.2,21.6,,2.7
Ukraine,2017,95.1,100.0,88.4955,69.5676,1.3,73.993,15.9569,14.3961,88.2141,67.598,9.5,6.92,8.9,54.17,2.6,26.0,9.8,0.1,17.0,,2.5
Ukraine,2018,95.3,100.0,88.3226,71.9859,1.233,73.569,16.3479,14.2296,88.5729,67.926,8.799,6.79,8.7,54.55,3.0,26.1,9.9,0.2,14.7,,2.4
Ukraine,2019,95.2,100.0,88.1499,71.9773,1.218,73.92,16.7163,14.5581,90.681,68.222,8.194,6.67,8.5,54.93,3.7,26.6,9.7,0.2,10.6,,2.2
Ukraine,2020,95.1,100.0,87.9775,71.9638,1.208,73.283,17.0963,13.273,91.1122,67.084,9.475,6.26,8.4,55.31,4.3,25.6,10.0,0.0,11.3,1.6,2.2
